year,month,scope,rainfall_mm,source
2010,1,carbon_project_zone,325.8993,UCSB-CHG/CHIRPS/DAILY
2010,2,carbon_project_zone,314.0811,UCSB-CHG/CHIRPS/DAILY
2010,3,carbon_project_zone,361.8149,UCSB-CHG/CHIRPS/DAILY
2010,4,carbon_project_zone,291.5666,UCSB-CHG/CHIRPS/DAILY
2010,5,carbon_project_zone,375.7765,UCSB-CHG/CHIRPS/DAILY
2010,6,carbon_project_zone,298.6761,UCSB-CHG/CHIRPS/DAILY
2010,7,carbon_project_zone,433.1372,UCSB-CHG/CHIRPS/DAILY
2010,8,carbon_project_zone,359.2086,UCSB-CHG/CHIRPS/DAILY
2010,9,carbon_project_zone,443.8483,UCSB-CHG/CHIRPS/DAILY
2010,10,carbon_project_zone,426.0961,UCSB-CHG/CHIRPS/DAILY
2010,11,carbon_project_zone,346.2690,UCSB-CHG/CHIRPS/DAILY
2010,12,carbon_project_zone,187.2700,UCSB-CHG/CHIRPS/DAILY
2011,1,carbon_project_zone,289.9713,UCSB-CHG/CHIRPS/DAILY
2011,2,carbon_project_zone,153.6135,UCSB-CHG/CHIRPS/DAILY
2011,3,carbon_project_zone,329.7923,UCSB-CHG/CHIRPS/DAILY
2011,4,carbon_project_zone,315.1949,UCSB-CHG/CHIRPS/DAILY
2011,5,carbon_project_zone,203.8206,UCSB-CHG/CHIRPS/DAILY
2011,6,carbon_project_zone,46.3340,UCSB-CHG/CHIRPS/DAILY
2011,7,carbon_project_zone,92.3217,UCSB-CHG/CHIRPS/DAILY
2011,8,carbon_project_zone,48.9673,UCSB-CHG/CHIRPS/DAILY
2011,9,carbon_project_zone,100.0609,UCSB-CHG/CHIRPS/DAILY
2011,10,carbon_project_zone,341.2047,UCSB-CHG/CHIRPS/DAILY
2011,11,carbon_project_zone,482.6990,UCSB-CHG/CHIRPS/DAILY
2011,12,carbon_project_zone,477.2137,UCSB-CHG/CHIRPS/DAILY
2012,1,carbon_project_zone,199.2199,UCSB-CHG/CHIRPS/DAILY
2012,2,carbon_project_zone,272.0022,UCSB-CHG/CHIRPS/DAILY
2012,3,carbon_project_zone,263.1110,UCSB-CHG/CHIRPS/DAILY
2012,4,carbon_project_zone,252.5827,UCSB-CHG/CHIRPS/DAILY
2012,5,carbon_project_zone,140.4559,UCSB-CHG/CHIRPS/DAILY
2012,6,carbon_project_zone,136.5757,UCSB-CHG/CHIRPS/DAILY
2012,7,carbon_project_zone,217.5668,UCSB-CHG/CHIRPS/DAILY
2012,8,carbon_project_zone,57.4146,UCSB-CHG/CHIRPS/DAILY
2012,9,carbon_project_zone,61.4999,UCSB-CHG/CHIRPS/DAILY
2012,10,carbon_project_zone,220.2096,UCSB-CHG/CHIRPS/DAILY
2012,11,carbon_project_zone,243.6700,UCSB-CHG/CHIRPS/DAILY
2012,12,carbon_project_zone,404.7169,UCSB-CHG/CHIRPS/DAILY
2013,1,carbon_project_zone,236.3918,UCSB-CHG/CHIRPS/DAILY
2013,2,carbon_project_zone,227.3810,UCSB-CHG/CHIRPS/DAILY
2013,3,carbon_project_zone,356.0761,UCSB-CHG/CHIRPS/DAILY
2013,4,carbon_project_zone,276.6062,UCSB-CHG/CHIRPS/DAILY
2013,5,carbon_project_zone,382.8686,UCSB-CHG/CHIRPS/DAILY
2013,6,carbon_project_zone,197.1018,UCSB-CHG/CHIRPS/DAILY
2013,7,carbon_project_zone,233.0746,UCSB-CHG/CHIRPS/DAILY
2013,8,carbon_project_zone,153.5460,UCSB-CHG/CHIRPS/DAILY
2013,9,carbon_project_zone,74.7093,UCSB-CHG/CHIRPS/DAILY
2013,10,carbon_project_zone,118.2859,UCSB-CHG/CHIRPS/DAILY
2013,11,carbon_project_zone,227.7764,UCSB-CHG/CHIRPS/DAILY
2013,12,carbon_project_zone,347.0364,UCSB-CHG/CHIRPS/DAILY
2014,1,carbon_project_zone,202.2421,UCSB-CHG/CHIRPS/DAILY
2014,2,carbon_project_zone,251.3708,UCSB-CHG/CHIRPS/DAILY
2014,3,carbon_project_zone,408.1814,UCSB-CHG/CHIRPS/DAILY
2014,4,carbon_project_zone,252.7951,UCSB-CHG/CHIRPS/DAILY
2014,5,carbon_project_zone,291.7148,UCSB-CHG/CHIRPS/DAILY
2014,6,carbon_project_zone,265.5348,UCSB-CHG/CHIRPS/DAILY
2014,7,carbon_project_zone,49.9251,UCSB-CHG/CHIRPS/DAILY
2014,8,carbon_project_zone,97.9522,UCSB-CHG/CHIRPS/DAILY
2014,9,carbon_project_zone,28.9807,UCSB-CHG/CHIRPS/DAILY
2014,10,carbon_project_zone,52.7485,UCSB-CHG/CHIRPS/DAILY
2014,11,carbon_project_zone,249.3162,UCSB-CHG/CHIRPS/DAILY
2014,12,carbon_project_zone,307.2321,UCSB-CHG/CHIRPS/DAILY
2015,1,carbon_project_zone,233.5942,UCSB-CHG/CHIRPS/DAILY
2015,2,carbon_project_zone,367.7302,UCSB-CHG/CHIRPS/DAILY
2015,3,carbon_project_zone,286.2900,UCSB-CHG/CHIRPS/DAILY
2015,4,carbon_project_zone,356.2666,UCSB-CHG/CHIRPS/DAILY
2015,5,carbon_project_zone,252.4890,UCSB-CHG/CHIRPS/DAILY
2015,6,carbon_project_zone,125.4315,UCSB-CHG/CHIRPS/DAILY
2015,7,carbon_project_zone,29.7175,UCSB-CHG/CHIRPS/DAILY
2015,8,carbon_project_zone,17.2008,UCSB-CHG/CHIRPS/DAILY
2015,9,carbon_project_zone,18.5741,UCSB-CHG/CHIRPS/DAILY
2015,10,carbon_project_zone,40.3307,UCSB-CHG/CHIRPS/DAILY
2015,11,carbon_project_zone,162.3393,UCSB-CHG/CHIRPS/DAILY
2015,12,carbon_project_zone,459.0419,UCSB-CHG/CHIRPS/DAILY
2016,1,carbon_project_zone,317.5933,UCSB-CHG/CHIRPS/DAILY
2016,2,carbon_project_zone,306.5838,UCSB-CHG/CHIRPS/DAILY
2016,3,carbon_project_zone,327.8186,UCSB-CHG/CHIRPS/DAILY
2016,4,carbon_project_zone,286.2759,UCSB-CHG/CHIRPS/DAILY
2016,5,carbon_project_zone,454.2056,UCSB-CHG/CHIRPS/DAILY
2016,6,carbon_project_zone,237.2377,UCSB-CHG/CHIRPS/DAILY
2016,7,carbon_project_zone,212.8945,UCSB-CHG/CHIRPS/DAILY
2016,8,carbon_project_zone,100.0887,UCSB-CHG/CHIRPS/DAILY
2016,9,carbon_project_zone,241.1935,UCSB-CHG/CHIRPS/DAILY
2016,10,carbon_project_zone,392.0621,UCSB-CHG/CHIRPS/DAILY
2016,11,carbon_project_zone,284.0684,UCSB-CHG/CHIRPS/DAILY
2016,12,carbon_project_zone,281.6399,UCSB-CHG/CHIRPS/DAILY
2017,1,carbon_project_zone,306.0878,UCSB-CHG/CHIRPS/DAILY
2017,2,carbon_project_zone,313.5827,UCSB-CHG/CHIRPS/DAILY
2017,3,carbon_project_zone,269.3249,UCSB-CHG/CHIRPS/DAILY
2017,4,carbon_project_zone,296.5709,UCSB-CHG/CHIRPS/DAILY
2017,5,carbon_project_zone,307.5612,UCSB-CHG/CHIRPS/DAILY
2017,6,carbon_project_zone,246.3028,UCSB-CHG/CHIRPS/DAILY
2017,7,carbon_project_zone,157.5819,UCSB-CHG/CHIRPS/DAILY
2017,8,carbon_project_zone,153.7265,UCSB-CHG/CHIRPS/DAILY
2017,9,carbon_project_zone,137.4351,UCSB-CHG/CHIRPS/DAILY
2017,10,carbon_project_zone,198.4612,UCSB-CHG/CHIRPS/DAILY
2017,11,carbon_project_zone,312.7621,UCSB-CHG/CHIRPS/DAILY
2017,12,carbon_project_zone,262.1944,UCSB-CHG/CHIRPS/DAILY
2018,1,carbon_project_zone,224.7150,UCSB-CHG/CHIRPS/DAILY
2018,2,carbon_project_zone,303.4613,UCSB-CHG/CHIRPS/DAILY
2018,3,carbon_project_zone,303.6709,UCSB-CHG/CHIRPS/DAILY
2018,4,carbon_project_zone,292.4907,UCSB-CHG/CHIRPS/DAILY
2018,5,carbon_project_zone,420.0264,UCSB-CHG/CHIRPS/DAILY
2018,6,carbon_project_zone,189.9074,UCSB-CHG/CHIRPS/DAILY
2018,7,carbon_project_zone,45.3842,UCSB-CHG/CHIRPS/DAILY
2018,8,carbon_project_zone,58.4247,UCSB-CHG/CHIRPS/DAILY
2018,9,carbon_project_zone,84.5719,UCSB-CHG/CHIRPS/DAILY
2018,10,carbon_project_zone,156.5672,UCSB-CHG/CHIRPS/DAILY
2018,11,carbon_project_zone,242.5657,UCSB-CHG/CHIRPS/DAILY
2018,12,carbon_project_zone,309.9241,UCSB-CHG/CHIRPS/DAILY
2019,1,carbon_project_zone,290.2288,UCSB-CHG/CHIRPS/DAILY
2019,2,carbon_project_zone,341.0877,UCSB-CHG/CHIRPS/DAILY
2019,3,carbon_project_zone,237.1980,UCSB-CHG/CHIRPS/DAILY
2019,4,carbon_project_zone,374.9039,UCSB-CHG/CHIRPS/DAILY
2019,5,carbon_project_zone,182.0480,UCSB-CHG/CHIRPS/DAILY
2019,6,carbon_project_zone,171.7808,UCSB-CHG/CHIRPS/DAILY
2019,7,carbon_project_zone,8.6263,UCSB-CHG/CHIRPS/DAILY
2019,8,carbon_project_zone,27.9957,UCSB-CHG/CHIRPS/DAILY
2019,9,carbon_project_zone,30.1302,UCSB-CHG/CHIRPS/DAILY
2019,10,carbon_project_zone,144.5164,UCSB-CHG/CHIRPS/DAILY
2019,11,carbon_project_zone,202.8480,UCSB-CHG/CHIRPS/DAILY
2019,12,carbon_project_zone,229.7873,UCSB-CHG/CHIRPS/DAILY
2020,1,carbon_project_zone,321.1497,UCSB-CHG/CHIRPS/DAILY
2020,2,carbon_project_zone,280.6548,UCSB-CHG/CHIRPS/DAILY
2020,3,carbon_project_zone,374.8770,UCSB-CHG/CHIRPS/DAILY
2020,4,carbon_project_zone,458.0971,UCSB-CHG/CHIRPS/DAILY
2020,5,carbon_project_zone,353.7660,UCSB-CHG/CHIRPS/DAILY
2020,6,carbon_project_zone,180.0432,UCSB-CHG/CHIRPS/DAILY
2020,7,carbon_project_zone,281.7549,UCSB-CHG/CHIRPS/DAILY
2020,8,carbon_project_zone,91.2570,UCSB-CHG/CHIRPS/DAILY
2020,9,carbon_project_zone,186.0813,UCSB-CHG/CHIRPS/DAILY
2020,10,carbon_project_zone,238.1041,UCSB-CHG/CHIRPS/DAILY
2020,11,carbon_project_zone,333.1924,UCSB-CHG/CHIRPS/DAILY
2020,12,carbon_project_zone,248.8494,UCSB-CHG/CHIRPS/DAILY
2021,1,carbon_project_zone,323.7206,UCSB-CHG/CHIRPS/DAILY
2021,2,carbon_project_zone,626.7193,UCSB-CHG/CHIRPS/DAILY
2021,3,carbon_project_zone,289.4726,UCSB-CHG/CHIRPS/DAILY
2021,4,carbon_project_zone,169.2362,UCSB-CHG/CHIRPS/DAILY
2021,5,carbon_project_zone,287.9163,UCSB-CHG/CHIRPS/DAILY
2021,6,carbon_project_zone,308.4854,UCSB-CHG/CHIRPS/DAILY
2021,7,carbon_project_zone,167.4642,UCSB-CHG/CHIRPS/DAILY
2021,8,carbon_project_zone,302.4849,UCSB-CHG/CHIRPS/DAILY
2021,9,carbon_project_zone,293.8727,UCSB-CHG/CHIRPS/DAILY
2021,10,carbon_project_zone,346.3798,UCSB-CHG/CHIRPS/DAILY
2021,11,carbon_project_zone,282.9126,UCSB-CHG/CHIRPS/DAILY
2021,12,carbon_project_zone,276.9364,UCSB-CHG/CHIRPS/DAILY
2022,1,carbon_project_zone,269.4580,UCSB-CHG/CHIRPS/DAILY
2022,2,carbon_project_zone,294.1322,UCSB-CHG/CHIRPS/DAILY
2022,3,carbon_project_zone,321.3737,UCSB-CHG/CHIRPS/DAILY
2022,4,carbon_project_zone,230.3062,UCSB-CHG/CHIRPS/DAILY
2022,5,carbon_project_zone,271.3546,UCSB-CHG/CHIRPS/DAILY
2022,6,carbon_project_zone,394.6708,UCSB-CHG/CHIRPS/DAILY
2022,7,carbon_project_zone,309.5809,UCSB-CHG/CHIRPS/DAILY
2022,8,carbon_project_zone,256.9708,UCSB-CHG/CHIRPS/DAILY
2022,9,carbon_project_zone,306.5088,UCSB-CHG/CHIRPS/DAILY
2022,10,carbon_project_zone,316.4358,UCSB-CHG/CHIRPS/DAILY
2022,11,carbon_project_zone,277.8301,UCSB-CHG/CHIRPS/DAILY
2022,12,carbon_project_zone,274.7505,UCSB-CHG/CHIRPS/DAILY
2023,1,carbon_project_zone,231.8397,UCSB-CHG/CHIRPS/DAILY
2023,2,carbon_project_zone,312.8858,UCSB-CHG/CHIRPS/DAILY
2023,3,carbon_project_zone,359.2401,UCSB-CHG/CHIRPS/DAILY
2023,4,carbon_project_zone,271.8672,UCSB-CHG/CHIRPS/DAILY
2023,5,carbon_project_zone,152.8103,UCSB-CHG/CHIRPS/DAILY
2023,6,carbon_project_zone,149.0105,UCSB-CHG/CHIRPS/DAILY
2023,7,carbon_project_zone,239.4270,UCSB-CHG/CHIRPS/DAILY
2023,8,carbon_project_zone,25.1146,UCSB-CHG/CHIRPS/DAILY
2023,9,carbon_project_zone,43.7872,UCSB-CHG/CHIRPS/DAILY
2023,10,carbon_project_zone,106.7829,UCSB-CHG/CHIRPS/DAILY
2023,11,carbon_project_zone,276.0905,UCSB-CHG/CHIRPS/DAILY
2023,12,carbon_project_zone,243.6213,UCSB-CHG/CHIRPS/DAILY
2024,1,carbon_project_zone,422.7163,UCSB-CHG/CHIRPS/DAILY
2024,2,carbon_project_zone,224.9090,UCSB-CHG/CHIRPS/DAILY
2024,3,carbon_project_zone,319.5747,UCSB-CHG/CHIRPS/DAILY
2024,4,carbon_project_zone,330.0927,UCSB-CHG/CHIRPS/DAILY
2024,5,carbon_project_zone,269.3460,UCSB-CHG/CHIRPS/DAILY
2024,6,carbon_project_zone,211.0732,UCSB-CHG/CHIRPS/DAILY
2024,7,carbon_project_zone,173.9292,UCSB-CHG/CHIRPS/DAILY
2024,8,carbon_project_zone,123.6157,UCSB-CHG/CHIRPS/DAILY
2024,9,carbon_project_zone,171.3595,UCSB-CHG/CHIRPS/DAILY
2024,10,carbon_project_zone,173.5972,UCSB-CHG/CHIRPS/DAILY
2024,11,carbon_project_zone,262.7383,UCSB-CHG/CHIRPS/DAILY
2024,12,carbon_project_zone,318.2789,UCSB-CHG/CHIRPS/DAILY
2025,1,carbon_project_zone,357.0876,UCSB-CHG/CHIRPS/DAILY
2025,2,carbon_project_zone,344.6269,UCSB-CHG/CHIRPS/DAILY
2025,3,carbon_project_zone,377.2200,UCSB-CHG/CHIRPS/DAILY
2025,4,carbon_project_zone,259.6603,UCSB-CHG/CHIRPS/DAILY
2025,5,carbon_project_zone,351.7112,UCSB-CHG/CHIRPS/DAILY
2025,6,carbon_project_zone,229.0645,UCSB-CHG/CHIRPS/DAILY
2025,7,carbon_project_zone,80.3191,UCSB-CHG/CHIRPS/DAILY
2025,8,carbon_project_zone,358.6031,UCSB-CHG/CHIRPS/DAILY
2025,9,carbon_project_zone,288.9425,UCSB-CHG/CHIRPS/DAILY
2025,10,carbon_project_zone,297.0795,UCSB-CHG/CHIRPS/DAILY
2025,11,carbon_project_zone,339.0822,UCSB-CHG/CHIRPS/DAILY
2025,12,carbon_project_zone,322.7853,UCSB-CHG/CHIRPS/DAILY
1981,1,project_area,86.9531,UCSB-CHG/CHIRPS/DAILY
1981,2,project_area,237.7820,UCSB-CHG/CHIRPS/DAILY
1981,3,project_area,341.4734,UCSB-CHG/CHIRPS/DAILY
1981,4,project_area,264.4372,UCSB-CHG/CHIRPS/DAILY
1981,5,project_area,326.6250,UCSB-CHG/CHIRPS/DAILY
1981,6,project_area,122.3318,UCSB-CHG/CHIRPS/DAILY
1981,7,project_area,239.3871,UCSB-CHG/CHIRPS/DAILY
1981,8,project_area,49.1742,UCSB-CHG/CHIRPS/DAILY
1981,9,project_area,175.5856,UCSB-CHG/CHIRPS/DAILY
1981,10,project_area,216.0877,UCSB-CHG/CHIRPS/DAILY
1981,11,project_area,213.6872,UCSB-CHG/CHIRPS/DAILY
1981,12,project_area,225.8086,UCSB-CHG/CHIRPS/DAILY
1982,1,project_area,302.5734,UCSB-CHG/CHIRPS/DAILY
1982,2,project_area,260.4094,UCSB-CHG/CHIRPS/DAILY
1982,3,project_area,323.7951,UCSB-CHG/CHIRPS/DAILY
1982,4,project_area,225.1290,UCSB-CHG/CHIRPS/DAILY
1982,5,project_area,181.2154,UCSB-CHG/CHIRPS/DAILY
1982,6,project_area,48.6615,UCSB-CHG/CHIRPS/DAILY
1982,7,project_area,48.4345,UCSB-CHG/CHIRPS/DAILY
1982,8,project_area,21.6433,UCSB-CHG/CHIRPS/DAILY
1982,9,project_area,18.5371,UCSB-CHG/CHIRPS/DAILY
1982,10,project_area,98.5701,UCSB-CHG/CHIRPS/DAILY
1982,11,project_area,169.9599,UCSB-CHG/CHIRPS/DAILY
1982,12,project_area,268.3996,UCSB-CHG/CHIRPS/DAILY
1983,1,project_area,243.0592,UCSB-CHG/CHIRPS/DAILY
1983,2,project_area,331.0232,UCSB-CHG/CHIRPS/DAILY
1983,3,project_area,346.1405,UCSB-CHG/CHIRPS/DAILY
1983,4,project_area,209.2870,UCSB-CHG/CHIRPS/DAILY
1983,5,project_area,492.8678,UCSB-CHG/CHIRPS/DAILY
1983,6,project_area,173.1122,UCSB-CHG/CHIRPS/DAILY
1983,7,project_area,159.7543,UCSB-CHG/CHIRPS/DAILY
1983,8,project_area,110.2802,UCSB-CHG/CHIRPS/DAILY
1983,9,project_area,116.6783,UCSB-CHG/CHIRPS/DAILY
1983,10,project_area,280.3993,UCSB-CHG/CHIRPS/DAILY
1983,11,project_area,221.9183,UCSB-CHG/CHIRPS/DAILY
1983,12,project_area,280.0352,UCSB-CHG/CHIRPS/DAILY
1984,1,project_area,286.7142,UCSB-CHG/CHIRPS/DAILY
1984,2,project_area,204.0666,UCSB-CHG/CHIRPS/DAILY
1984,3,project_area,365.0582,UCSB-CHG/CHIRPS/DAILY
1984,4,project_area,299.8342,UCSB-CHG/CHIRPS/DAILY
1984,5,project_area,280.9825,UCSB-CHG/CHIRPS/DAILY
1984,6,project_area,42.0962,UCSB-CHG/CHIRPS/DAILY
1984,7,project_area,303.1557,UCSB-CHG/CHIRPS/DAILY
1984,8,project_area,61.3264,UCSB-CHG/CHIRPS/DAILY
1984,9,project_area,257.4940,UCSB-CHG/CHIRPS/DAILY
1984,10,project_area,172.8379,UCSB-CHG/CHIRPS/DAILY
1984,11,project_area,293.1521,UCSB-CHG/CHIRPS/DAILY
1984,12,project_area,333.8340,UCSB-CHG/CHIRPS/DAILY
1985,1,project_area,309.8772,UCSB-CHG/CHIRPS/DAILY
1985,2,project_area,238.5798,UCSB-CHG/CHIRPS/DAILY
1985,3,project_area,296.2577,UCSB-CHG/CHIRPS/DAILY
1985,4,project_area,267.5494,UCSB-CHG/CHIRPS/DAILY
1985,5,project_area,313.2085,UCSB-CHG/CHIRPS/DAILY
1985,6,project_area,204.1001,UCSB-CHG/CHIRPS/DAILY
1985,7,project_area,459.2029,UCSB-CHG/CHIRPS/DAILY
1985,8,project_area,100.2443,UCSB-CHG/CHIRPS/DAILY
1985,9,project_area,149.4334,UCSB-CHG/CHIRPS/DAILY
1985,10,project_area,174.8316,UCSB-CHG/CHIRPS/DAILY
1985,11,project_area,322.5692,UCSB-CHG/CHIRPS/DAILY
1985,12,project_area,273.7527,UCSB-CHG/CHIRPS/DAILY
1986,1,project_area,211.8968,UCSB-CHG/CHIRPS/DAILY
1986,2,project_area,227.3212,UCSB-CHG/CHIRPS/DAILY
1986,3,project_area,459.9908,UCSB-CHG/CHIRPS/DAILY
1986,4,project_area,400.8967,UCSB-CHG/CHIRPS/DAILY
1986,5,project_area,208.1487,UCSB-CHG/CHIRPS/DAILY
1986,6,project_area,310.5773,UCSB-CHG/CHIRPS/DAILY
1986,7,project_area,171.1429,UCSB-CHG/CHIRPS/DAILY
1986,8,project_area,55.1792,UCSB-CHG/CHIRPS/DAILY
1986,9,project_area,151.5557,UCSB-CHG/CHIRPS/DAILY
1986,10,project_area,419.7408,UCSB-CHG/CHIRPS/DAILY
1986,11,project_area,277.8195,UCSB-CHG/CHIRPS/DAILY
1986,12,project_area,194.8121,UCSB-CHG/CHIRPS/DAILY
1987,1,project_area,316.5413,UCSB-CHG/CHIRPS/DAILY
1987,2,project_area,274.1451,UCSB-CHG/CHIRPS/DAILY
1987,3,project_area,297.3524,UCSB-CHG/CHIRPS/DAILY
1987,4,project_area,274.1251,UCSB-CHG/CHIRPS/DAILY
1987,5,project_area,270.9721,UCSB-CHG/CHIRPS/DAILY
1987,6,project_area,132.6980,UCSB-CHG/CHIRPS/DAILY
1987,7,project_area,44.1221,UCSB-CHG/CHIRPS/DAILY
1987,8,project_area,69.2848,UCSB-CHG/CHIRPS/DAILY
1987,9,project_area,74.8617,UCSB-CHG/CHIRPS/DAILY
1987,10,project_area,67.0983,UCSB-CHG/CHIRPS/DAILY
1987,11,project_area,243.6404,UCSB-CHG/CHIRPS/DAILY
1987,12,project_area,291.0540,UCSB-CHG/CHIRPS/DAILY
1988,1,project_area,271.0275,UCSB-CHG/CHIRPS/DAILY
1988,2,project_area,261.7106,UCSB-CHG/CHIRPS/DAILY
1988,3,project_area,377.5353,UCSB-CHG/CHIRPS/DAILY
1988,4,project_area,279.9536,UCSB-CHG/CHIRPS/DAILY
1988,5,project_area,297.7567,UCSB-CHG/CHIRPS/DAILY
1988,6,project_area,199.3237,UCSB-CHG/CHIRPS/DAILY
1988,7,project_area,105.9761,UCSB-CHG/CHIRPS/DAILY
1988,8,project_area,319.2829,UCSB-CHG/CHIRPS/DAILY
1988,9,project_area,292.8393,UCSB-CHG/CHIRPS/DAILY
1988,10,project_area,322.0475,UCSB-CHG/CHIRPS/DAILY
1988,11,project_area,259.9439,UCSB-CHG/CHIRPS/DAILY
1988,12,project_area,358.1022,UCSB-CHG/CHIRPS/DAILY
1989,1,project_area,318.0591,UCSB-CHG/CHIRPS/DAILY
1989,2,project_area,264.4610,UCSB-CHG/CHIRPS/DAILY
1989,3,project_area,302.9649,UCSB-CHG/CHIRPS/DAILY
1989,4,project_area,200.2689,UCSB-CHG/CHIRPS/DAILY
1989,5,project_area,301.8463,UCSB-CHG/CHIRPS/DAILY
1989,6,project_area,143.9333,UCSB-CHG/CHIRPS/DAILY
1989,7,project_area,206.1677,UCSB-CHG/CHIRPS/DAILY
1989,8,project_area,208.1615,UCSB-CHG/CHIRPS/DAILY
1989,9,project_area,242.9204,UCSB-CHG/CHIRPS/DAILY
1989,10,project_area,308.9736,UCSB-CHG/CHIRPS/DAILY
1989,11,project_area,280.1884,UCSB-CHG/CHIRPS/DAILY
1989,12,project_area,200.5271,UCSB-CHG/CHIRPS/DAILY
1990,1,project_area,225.6840,UCSB-CHG/CHIRPS/DAILY
1990,2,project_area,246.6943,UCSB-CHG/CHIRPS/DAILY
1990,3,project_area,318.9105,UCSB-CHG/CHIRPS/DAILY
1990,4,project_area,231.0374,UCSB-CHG/CHIRPS/DAILY
1990,5,project_area,242.9473,UCSB-CHG/CHIRPS/DAILY
1990,6,project_area,124.1561,UCSB-CHG/CHIRPS/DAILY
1990,7,project_area,182.3630,UCSB-CHG/CHIRPS/DAILY
1990,8,project_area,75.2771,UCSB-CHG/CHIRPS/DAILY
1990,9,project_area,57.3538,UCSB-CHG/CHIRPS/DAILY
1990,10,project_area,190.0456,UCSB-CHG/CHIRPS/DAILY
1990,11,project_area,106.4201,UCSB-CHG/CHIRPS/DAILY
1990,12,project_area,364.0854,UCSB-CHG/CHIRPS/DAILY
1991,1,project_area,342.8177,UCSB-CHG/CHIRPS/DAILY
1991,2,project_area,265.2910,UCSB-CHG/CHIRPS/DAILY
1991,3,project_area,404.8723,UCSB-CHG/CHIRPS/DAILY
1991,4,project_area,241.6007,UCSB-CHG/CHIRPS/DAILY
1991,5,project_area,259.5453,UCSB-CHG/CHIRPS/DAILY
1991,6,project_area,66.1791,UCSB-CHG/CHIRPS/DAILY
1991,7,project_area,23.7324,UCSB-CHG/CHIRPS/DAILY
1991,8,project_area,24.5949,UCSB-CHG/CHIRPS/DAILY
1991,9,project_area,24.1581,UCSB-CHG/CHIRPS/DAILY
1991,10,project_area,86.1685,UCSB-CHG/CHIRPS/DAILY
1991,11,project_area,250.3660,UCSB-CHG/CHIRPS/DAILY
1991,12,project_area,360.3048,UCSB-CHG/CHIRPS/DAILY
1992,1,project_area,259.0155,UCSB-CHG/CHIRPS/DAILY
1992,2,project_area,292.3775,UCSB-CHG/CHIRPS/DAILY
1992,3,project_area,399.9330,UCSB-CHG/CHIRPS/DAILY
1992,4,project_area,272.9990,UCSB-CHG/CHIRPS/DAILY
1992,5,project_area,278.9080,UCSB-CHG/CHIRPS/DAILY
1992,6,project_area,116.7887,UCSB-CHG/CHIRPS/DAILY
1992,7,project_area,148.9915,UCSB-CHG/CHIRPS/DAILY
1992,8,project_area,108.4597,UCSB-CHG/CHIRPS/DAILY
1992,9,project_area,236.0672,UCSB-CHG/CHIRPS/DAILY
1992,10,project_area,271.7281,UCSB-CHG/CHIRPS/DAILY
1992,11,project_area,283.4679,UCSB-CHG/CHIRPS/DAILY
1992,12,project_area,307.3825,UCSB-CHG/CHIRPS/DAILY
1993,1,project_area,202.7747,UCSB-CHG/CHIRPS/DAILY
1993,2,project_area,230.6488,UCSB-CHG/CHIRPS/DAILY
1993,3,project_area,347.5938,UCSB-CHG/CHIRPS/DAILY
1993,4,project_area,288.2941,UCSB-CHG/CHIRPS/DAILY
1993,5,project_area,427.0465,UCSB-CHG/CHIRPS/DAILY
1993,6,project_area,291.7710,UCSB-CHG/CHIRPS/DAILY
1993,7,project_area,102.5184,UCSB-CHG/CHIRPS/DAILY
1993,8,project_area,49.5081,UCSB-CHG/CHIRPS/DAILY
1993,9,project_area,129.9132,UCSB-CHG/CHIRPS/DAILY
1993,10,project_area,204.9075,UCSB-CHG/CHIRPS/DAILY
1993,11,project_area,300.4581,UCSB-CHG/CHIRPS/DAILY
1993,12,project_area,240.1064,UCSB-CHG/CHIRPS/DAILY
1994,1,project_area,270.3144,UCSB-CHG/CHIRPS/DAILY
1994,2,project_area,269.4739,UCSB-CHG/CHIRPS/DAILY
1994,3,project_area,410.2563,UCSB-CHG/CHIRPS/DAILY
1994,4,project_area,252.5172,UCSB-CHG/CHIRPS/DAILY
1994,5,project_area,127.5241,UCSB-CHG/CHIRPS/DAILY
1994,6,project_area,225.4074,UCSB-CHG/CHIRPS/DAILY
1994,7,project_area,21.4811,UCSB-CHG/CHIRPS/DAILY
1994,8,project_area,97.8776,UCSB-CHG/CHIRPS/DAILY
1994,9,project_area,13.9141,UCSB-CHG/CHIRPS/DAILY
1994,10,project_area,161.0788,UCSB-CHG/CHIRPS/DAILY
1994,11,project_area,251.3574,UCSB-CHG/CHIRPS/DAILY
1994,12,project_area,305.4629,UCSB-CHG/CHIRPS/DAILY
1995,1,project_area,327.3281,UCSB-CHG/CHIRPS/DAILY
1995,2,project_area,254.8207,UCSB-CHG/CHIRPS/DAILY
1995,3,project_area,312.9402,UCSB-CHG/CHIRPS/DAILY
1995,4,project_area,261.1759,UCSB-CHG/CHIRPS/DAILY
1995,5,project_area,251.5276,UCSB-CHG/CHIRPS/DAILY
1995,6,project_area,285.0803,UCSB-CHG/CHIRPS/DAILY
1995,7,project_area,169.5495,UCSB-CHG/CHIRPS/DAILY
1995,8,project_area,60.5326,UCSB-CHG/CHIRPS/DAILY
1995,9,project_area,107.0229,UCSB-CHG/CHIRPS/DAILY
1995,10,project_area,227.9291,UCSB-CHG/CHIRPS/DAILY
1995,11,project_area,296.2604,UCSB-CHG/CHIRPS/DAILY
1995,12,project_area,306.2404,UCSB-CHG/CHIRPS/DAILY
