month,day,scope,normal_mean_mm,normal_std_mm,p10_mm,p25_mm,median_mm,p75_mm,p90_mm,n_years
7,18,project_area,4.1839582377356885,7.47156729287575,0.0,0.0,0.0,5.721861845539606,17.90191100650282,30
7,19,carbon_project_zone,6.933809944576719,11.112614464849127,0.0,0.0,0.0,13.0950162590001,25.31529000925952,30
7,19,project_area,6.889908801162309,11.081892181541287,0.0,0.0,0.0,12.805109087417968,26.215071167343385,30
7,20,carbon_project_zone,3.0907169501516143,6.38894111318949,0.0,0.0,0.0,2.0233200829139637,12.686738710705924,30
7,20,project_area,3.1542457610261585,6.269955335006442,0.0,0.0,0.0,2.4542834856109743,13.540891102539554,30
7,21,carbon_project_zone,1.1625251200552535,2.1801549548305634,0.0,0.0,0.0,1.5431119993753695,5.039319341087893,30
7,21,project_area,1.1062446750704302,2.15050347076087,0.0,0.0,0.0,0.9568152598497128,5.1534142700384145,30
7,22,carbon_project_zone,4.631431869778061,10.548973227663604,0.0,0.0,0.0,4.859278123710028,14.19019814655412,30
7,22,project_area,4.826681508972636,11.153611211520007,0.0,0.0,0.0,3.9763612745355577,15.868404682777332,30
7,23,carbon_project_zone,4.475375880560347,8.826681933691562,0.0,0.0,0.0,1.7661890102131435,20.893005784478014,30
7,23,project_area,4.48966485336002,9.09297718427481,0.0,0.0,0.0,0.32340975461645377,22.280683796651928,30
7,24,carbon_project_zone,2.896181990620735,5.261514689360747,0.0,0.0,0.0,4.587918825683877,11.8998789057565,30
7,24,project_area,2.8424595243023427,5.3021302487714035,0.0,0.0,0.0,4.949282208282518,11.47702590388767,30
7,25,carbon_project_zone,6.09344787032671,12.397195358332754,0.0,0.0,0.0,2.4586568776967352,30.73267314829816,30
7,25,project_area,6.103243002064362,12.781189987595269,0.0,0.0,0.0,1.1810602258276683,31.3815680215098,30
7,26,carbon_project_zone,4.996817583478424,10.166790628743673,0.0,0.0,0.0,3.2183658610486576,19.582686765377037,30
7,26,project_area,5.172337214295903,10.32359034580897,0.0,0.0,0.0,3.5543446679512045,19.009481143694263,30
7,27,carbon_project_zone,2.5031869712034838,7.066361127126414,0.0,0.0,0.0,1.756647883550189,7.544983183084295,30
7,27,project_area,2.269789740727936,7.493554535680878,0.0,0.0,0.0,1.5517021037397105,4.289730012876044,30
7,28,carbon_project_zone,4.068331586742646,9.848918488708444,0.0,0.0,0.0,0.46169036583630974,18.942712239608003,30
7,28,project_area,4.367993559237929,10.731000815155797,0.0,0.0,0.0,0.36261182683641996,22.409399698254514,30
7,29,carbon_project_zone,0.2870264667928657,0.7613462072738394,0.0,0.0,0.0,0.0,1.5821831034224423,30
7,29,project_area,0.2444124559194049,0.7092328500457775,0.0,0.0,0.0,0.0,1.1018127549227286,30
7,30,carbon_project_zone,0.9626908183664038,2.8624352945839946,0.0,0.0,0.0,0.0,2.6418748171293798,30
7,30,project_area,0.9370835518126743,3.1420363252664125,0.0,0.0,0.0,0.0,1.7697283305996927,30
7,31,carbon_project_zone,4.034113226346729,8.988322977508663,0.0,0.0,0.0,0.6732812551192242,17.57594917914925,30
7,31,project_area,3.9206994650911295,8.78606290218337,0.0,0.0,0.0,0.23695187970927023,17.136932658855283,30
8,1,carbon_project_zone,2.484548143655188,6.089921347751534,0.0,0.0,0.0,0.0,13.574137491854351,30
8,1,project_area,2.387208365922594,6.050890799747994,0.0,0.0,0.0,0.0,13.01471635051795,30
8,2,carbon_project_zone,3.2735087379327763,10.0002691806645,0.0,0.0,0.0,0.5197095182317789,6.011934826558692,30
8,2,project_area,3.1013459644197625,9.841369546788767,0.0,0.0,0.0,0.11422441148978353,5.059627623697643,30
8,3,carbon_project_zone,0.3815098916007042,1.2809347332960819,0.0,0.0,0.0,0.0,0.8222284429489058,30
8,3,project_area,0.30649649144810903,1.0162206957496533,0.0,0.0,0.0,0.0,0.5441342265286321,30
8,4,carbon_project_zone,1.9030889878915087,4.739236617523862,0.0,0.0,0.0,0.0,8.887008536497266,30
8,4,project_area,1.9508100442783494,4.9564012775929305,0.0,0.0,0.0,0.0,9.58383151976096,30
8,5,carbon_project_zone,2.277341145990052,7.040927563677188,0.0,0.0,0.0,0.0,6.6638317589137195,30
8,5,project_area,2.450336476454811,7.3158257490967955,0.0,0.0,0.0,0.0,8.82653505390708,30
8,6,carbon_project_zone,3.9930988601176223,9.979686151963444,0.0,0.0,0.0,3.1443776771884426,9.424121917685605,30
8,6,project_area,4.027432489777811,10.418561610438946,0.0,0.0,0.0,1.7170322522727663,10.05621321901151,30
8,7,carbon_project_zone,2.99868327844663,6.375361380678124,0.0,0.0,0.0,0.910804915247745,14.05919843709636,30
8,7,project_area,2.857739149210816,6.220684323577993,0.0,0.0,0.0,0.6978501037383117,13.555107560932914,30
8,8,carbon_project_zone,5.782283214937244,13.681459634154308,0.0,0.0,0.0,6.712919426471056,16.56888172473333,30
8,8,project_area,6.070978342360206,14.368888299337828,0.0,0.0,0.0,7.015862081010464,17.440596443478974,30
8,9,carbon_project_zone,4.765530112995934,12.621806379325188,0.0,0.0,0.0,0.8420919036926652,19.129783072077764,30
8,9,project_area,4.886839847321014,13.292963950155437,0.0,0.0,0.0,0.3310156397532976,20.169267964565154,30
8,10,carbon_project_zone,3.310349891706281,7.5588632632213875,0.0,0.0,0.0,0.12116004813794178,13.10279236521588,30
8,10,project_area,3.5452614579588926,8.00059890442099,0.0,0.0,0.0,0.0,15.02315616919925,30
8,11,carbon_project_zone,2.6089242229707086,7.980020700363472,0.0,0.0,0.0,0.2998296676713129,5.711847297927641,30
8,11,project_area,2.627921309529909,7.962246568176383,0.0,0.0,0.0,0.13958074462432157,7.264216794438649,30
8,12,carbon_project_zone,3.176027173052431,7.599812088801535,0.0,0.0,0.0,0.2036626481948469,14.09064337938923,30
8,12,project_area,3.2293588128834427,7.94917582984157,0.0,0.0,0.0,0.09518406460942766,13.762908704659239,30
8,13,carbon_project_zone,1.8964493036410885,4.591485775065572,0.0,0.0,0.0,0.0,10.503093481562868,30
8,13,project_area,2.027085896075905,5.1051072530608215,0.0,0.0,0.0,0.0,10.90464830554689,30
8,14,carbon_project_zone,3.1650721243471556,5.903745780879885,0.0,0.0,0.0,4.175373359686932,12.778569410281413,30
8,14,project_area,3.243792223177265,5.977793189828379,0.0,0.0,0.0,4.028069396783097,14.23904960695511,30
8,15,carbon_project_zone,3.879869873898109,7.471539006824142,0.0,0.0,0.0,0.873376401874528,16.996648289792265,30
8,15,project_area,3.823882385248029,7.411347094789389,0.0,0.0,0.0,0.2379843237220047,16.473537470232728,30
8,16,carbon_project_zone,3.3715921642926765,8.381208795143976,0.0,0.0,0.0,0.9563378697335287,14.194563138736388,30
8,16,project_area,3.3685369797919864,8.27634427045369,0.0,0.0,0.0,1.9527306461187284,13.358611134424786,30
8,17,carbon_project_zone,4.218927990233515,8.846415226584359,0.0,0.0,0.0,1.9945343030744693,19.900708152061306,30
8,17,project_area,4.212776206812617,9.12743384181025,0.0,0.0,0.0,1.8137874463673551,19.573273490867557,30
8,18,carbon_project_zone,1.4755833253961839,4.059927662311282,0.0,0.0,0.0,0.0,6.962587257165529,30
8,18,project_area,1.5338915063255494,4.236562006388367,0.0,0.0,0.0,0.0,7.542659798737484,30
8,19,carbon_project_zone,5.321989416338582,9.370977330293696,0.0,0.0,0.001657242401536903,6.923211514287632,19.966743952601146,30
8,19,project_area,5.344478377246279,9.613747549693446,0.0,0.0,0.0,6.844309923369639,19.725837474060352,30
8,20,carbon_project_zone,2.805464104040421,6.0715758002565865,0.0,0.0,0.0,1.9463488106335287,15.805651715519232,30
8,20,project_area,2.808736286017303,6.304279619773734,0.0,0.0,0.0,1.786858794869186,16.320814729655286,30
8,21,carbon_project_zone,3.9860058009714048,10.259929241952383,0.0,0.0,0.0,0.25007178652518763,16.088565300309778,30
8,21,project_area,4.082097436410375,10.635000557179488,0.0,0.0,0.0,0.21789828507668801,15.876487865102678,30
8,22,carbon_project_zone,1.9068722186959677,4.191993827289034,0.0,0.0,0.0,0.4775786707701074,8.92098894226361,30
8,22,project_area,2.0339163798335647,4.579554065394911,0.0,0.0,0.0,0.22756292860386734,9.417119518817847,30
8,23,carbon_project_zone,3.599611211744335,7.189455651302787,0.0,0.0,0.0,1.6685384407728276,15.939780607793164,30
8,23,project_area,3.446368595512328,7.1396032490267025,0.0,0.0,0.0,0.8965221389967415,16.881275755231297,30
8,24,carbon_project_zone,4.149037731378056,8.42319944797917,0.0,0.0,0.7039402196265672,2.5808323015435035,12.583390529509652,30
8,24,project_area,4.023102666505741,8.514339845805692,0.0,0.0,0.15810183604435854,2.6717342248499305,12.82136211478839,30
8,25,carbon_project_zone,3.714772516818833,8.086518255333,0.0,0.0,0.0,2.0545948583556535,15.120919258578002,30
8,25,project_area,3.845822366159821,8.225336660255586,0.0,0.0,0.0,3.2611587822712815,16.235174492805143,30
8,26,carbon_project_zone,4.253076859186001,9.727286775241659,0.0,0.0,0.0,1.6749316261425395,18.948593006715974,30
8,26,project_area,4.332423178091622,9.844013165777733,0.0,0.0,0.0,2.326741007333176,18.405415976176094,30
8,27,carbon_project_zone,3.591859279758578,7.67738870471973,0.0,0.0,0.0,3.0060562037976344,15.044517027527561,30
8,27,project_area,3.9324688794218585,8.010123875940716,0.0,0.0,0.0,3.9663337573799406,15.41465062316283,30
8,28,carbon_project_zone,5.639595751460288,8.908810403778483,0.0,0.0,0.6537146521466805,8.39685163116363,15.890967552029672,30
8,28,project_area,5.305464167149789,8.375478293446518,0.0,0.0,0.3215170768082418,7.185989560258042,15.728557877805091,30
8,29,carbon_project_zone,2.932756346069096,6.3650696920088174,0.0,0.0,0.030585203687458713,2.0307202764878696,7.799714827476118,30
8,29,project_area,3.0918003762478574,6.64304343888253,0.0,0.0,0.0,2.5473289776289225,8.458509341043023,30
8,30,carbon_project_zone,3.1452931887873286,6.541223256800503,0.0,0.0,0.0,1.6710222880250303,15.668543255073857,30
8,30,project_area,3.4200852049150163,7.82960951082778,0.0,0.0,0.0,1.981969413845491,15.016617113067117,30
8,31,carbon_project_zone,4.209903173220686,11.114520119423627,0.0,0.0,0.0,1.2400013359824043,12.369114289017347,30
8,31,project_area,4.370087599123694,11.759425902052797,0.0,0.0,0.0,0.4682610958860541,12.308373712244311,30
9,1,carbon_project_zone,3.4795810254803214,6.070012137312144,0.0,0.0,0.0,6.327233696920516,13.785984662204445,30
9,1,project_area,3.4784790460427852,6.139534852463686,0.0,0.0,0.0,6.803975533079845,14.357439796068636,30
9,2,carbon_project_zone,2.9452358866386645,5.737964814291452,0.0,0.0,0.0,4.117821543962555,9.432717229697733,30
9,2,project_area,3.078696299881952,5.822661375568174,0.0,0.0,0.0,2.951418392188009,9.404168656041332,30
9,3,carbon_project_zone,4.20456899588653,8.268483478460517,0.0,0.0,0.0,6.1786146175456365,12.572439986368519,30
9,3,project_area,4.16186245435559,8.443010553896887,0.0,0.0,0.0,5.369829724859935,12.97473464936064,30
9,4,carbon_project_zone,3.8443503439154516,6.3511583861505265,0.0,0.0,0.00865661552842545,6.050499275712993,14.105775054670765,30
9,4,project_area,3.8864110069292974,6.593449819114277,0.0,0.0,0.0,5.877339565698832,13.860140850161919,30
9,5,carbon_project_zone,4.446766004030628,9.71916410916608,0.0,0.0,0.0,0.8472605111268462,17.480462704970055,30
9,5,project_area,4.439268235090028,9.906812598035426,0.0,0.0,0.0,0.3101375940584439,17.807168413935166,30
9,6,carbon_project_zone,4.419057234235798,10.154117851739185,0.0,0.0,0.2179846875411534,3.638150852403286,10.764763695321172,30
9,6,project_area,4.210171951758415,10.055906057749523,0.0,0.0,0.11363891038027676,2.1801474912691927,11.376160505556363,30
9,7,carbon_project_zone,3.944668336854569,6.0290273983773295,0.0,0.0,0.16269246540751325,5.009261782360123,14.336360093495866,30
9,7,project_area,4.126482907738144,6.12384553488925,0.0,0.0,0.17651906981490245,6.658316542812049,15.014630731246871,30
9,8,carbon_project_zone,3.5511874976745705,6.463971970613122,0.0,0.0,0.0,5.402823606352743,13.5941174416952,30
9,8,project_area,3.851416308067367,7.263396708940157,0.0,0.0,0.0,5.055941155768689,15.169069127051966,30
9,9,carbon_project_zone,2.702605404241972,5.48944270457938,0.0,0.0,0.0,2.8912464845364756,9.823376449558243,30
