year,month,scope,rainfall_mm,source,normal_mean_mm,anomaly_mm,anomaly_pct,period
2005,2,carbon_project_zone,235.6231,UCSB-CHG/CHIRPS/DAILY,265.2713,-29.6482,-11.1766,1996-2025
2005,3,carbon_project_zone,287.6937,UCSB-CHG/CHIRPS/DAILY,321.3425,-33.6488,-10.4713,1996-2025
2005,4,carbon_project_zone,341.7300,UCSB-CHG/CHIRPS/DAILY,295.0304,46.6996,15.8287,1996-2025
2005,5,carbon_project_zone,109.0956,UCSB-CHG/CHIRPS/DAILY,246.7391,-137.6435,-55.7850,1996-2025
2005,6,carbon_project_zone,117.5196,UCSB-CHG/CHIRPS/DAILY,195.4185,-77.8989,-39.8626,1996-2025
2005,7,carbon_project_zone,135.5939,UCSB-CHG/CHIRPS/DAILY,134.0310,1.5629,1.1661,1996-2025
2005,8,carbon_project_zone,83.9792,UCSB-CHG/CHIRPS/DAILY,104.2049,-20.2257,-19.4095,1996-2025
2005,9,carbon_project_zone,79.2231,UCSB-CHG/CHIRPS/DAILY,115.3072,-36.0841,-31.2939,1996-2025
2005,10,carbon_project_zone,275.0393,UCSB-CHG/CHIRPS/DAILY,222.4467,52.5926,23.6428,1996-2025
2005,11,carbon_project_zone,293.5418,UCSB-CHG/CHIRPS/DAILY,266.0786,27.4632,10.3215,1996-2025
2005,12,carbon_project_zone,240.0982,UCSB-CHG/CHIRPS/DAILY,313.3270,-73.2288,-23.3714,1996-2025
2006,1,carbon_project_zone,293.5103,UCSB-CHG/CHIRPS/DAILY,262.9213,30.5890,11.6343,1996-2025
2006,2,carbon_project_zone,288.1299,UCSB-CHG/CHIRPS/DAILY,265.2713,22.8586,8.6171,1996-2025
2006,3,carbon_project_zone,342.7955,UCSB-CHG/CHIRPS/DAILY,321.3425,21.4530,6.6761,1996-2025
2006,4,carbon_project_zone,252.8961,UCSB-CHG/CHIRPS/DAILY,295.0304,-42.1343,-14.2813,1996-2025
2006,5,carbon_project_zone,277.2004,UCSB-CHG/CHIRPS/DAILY,246.7391,30.4613,12.3456,1996-2025
2006,6,carbon_project_zone,333.9995,UCSB-CHG/CHIRPS/DAILY,195.4185,138.5810,70.9150,1996-2025
2006,7,carbon_project_zone,28.3361,UCSB-CHG/CHIRPS/DAILY,134.0310,-105.6949,-78.8585,1996-2025
2006,8,carbon_project_zone,18.7735,UCSB-CHG/CHIRPS/DAILY,104.2049,-85.4314,-81.9841,1996-2025
2006,9,carbon_project_zone,48.5257,UCSB-CHG/CHIRPS/DAILY,115.3072,-66.7815,-57.9162,1996-2025
2006,10,carbon_project_zone,19.5682,UCSB-CHG/CHIRPS/DAILY,222.4467,-202.8785,-91.2032,1996-2025
2006,11,carbon_project_zone,213.3604,UCSB-CHG/CHIRPS/DAILY,266.0786,-52.7182,-19.8130,1996-2025
2006,12,carbon_project_zone,370.0290,UCSB-CHG/CHIRPS/DAILY,313.3270,56.7020,18.0967,1996-2025
2007,1,carbon_project_zone,187.9665,UCSB-CHG/CHIRPS/DAILY,262.9213,-74.9548,-28.5085,1996-2025
2007,2,carbon_project_zone,271.3323,UCSB-CHG/CHIRPS/DAILY,265.2713,6.0610,2.2848,1996-2025
2007,3,carbon_project_zone,315.8862,UCSB-CHG/CHIRPS/DAILY,321.3425,-5.4563,-1.6980,1996-2025
2007,4,carbon_project_zone,336.0991,UCSB-CHG/CHIRPS/DAILY,295.0304,41.0687,13.9202,1996-2025
2007,5,carbon_project_zone,226.2308,UCSB-CHG/CHIRPS/DAILY,246.7391,-20.5083,-8.3117,1996-2025
2007,6,carbon_project_zone,278.8826,UCSB-CHG/CHIRPS/DAILY,195.4185,83.4641,42.7104,1996-2025
2007,7,carbon_project_zone,277.4801,UCSB-CHG/CHIRPS/DAILY,134.0310,143.4491,107.0268,1996-2025
2007,8,carbon_project_zone,142.7067,UCSB-CHG/CHIRPS/DAILY,104.2049,38.5018,36.9482,1996-2025
2007,9,carbon_project_zone,72.5419,UCSB-CHG/CHIRPS/DAILY,115.3072,-42.7653,-37.0881,1996-2025
2007,10,carbon_project_zone,272.4928,UCSB-CHG/CHIRPS/DAILY,222.4467,50.0461,22.4980,1996-2025
2007,11,carbon_project_zone,191.6306,UCSB-CHG/CHIRPS/DAILY,266.0786,-74.4480,-27.9797,1996-2025
2007,12,carbon_project_zone,308.6675,UCSB-CHG/CHIRPS/DAILY,313.3270,-4.6595,-1.4871,1996-2025
2008,1,carbon_project_zone,216.1639,UCSB-CHG/CHIRPS/DAILY,262.9213,-46.7574,-17.7838,1996-2025
2008,2,carbon_project_zone,297.6197,UCSB-CHG/CHIRPS/DAILY,265.2713,32.3484,12.1945,1996-2025
2008,3,carbon_project_zone,400.0219,UCSB-CHG/CHIRPS/DAILY,321.3425,78.6794,24.4846,1996-2025
2008,4,carbon_project_zone,260.2329,UCSB-CHG/CHIRPS/DAILY,295.0304,-34.7975,-11.7945,1996-2025
2008,5,carbon_project_zone,180.4280,UCSB-CHG/CHIRPS/DAILY,246.7391,-66.3111,-26.8750,1996-2025
2008,6,carbon_project_zone,202.5730,UCSB-CHG/CHIRPS/DAILY,195.4185,7.1545,3.6611,1996-2025
2008,7,carbon_project_zone,147.9182,UCSB-CHG/CHIRPS/DAILY,134.0310,13.8872,10.3612,1996-2025
2008,8,carbon_project_zone,301.8669,UCSB-CHG/CHIRPS/DAILY,104.2049,197.6620,189.6859,1996-2025
2008,9,carbon_project_zone,152.4670,UCSB-CHG/CHIRPS/DAILY,115.3072,37.1598,32.2268,1996-2025
2008,10,carbon_project_zone,310.1848,UCSB-CHG/CHIRPS/DAILY,222.4467,87.7381,39.4423,1996-2025
2008,11,carbon_project_zone,337.4512,UCSB-CHG/CHIRPS/DAILY,266.0786,71.3726,26.8239,1996-2025
2008,12,carbon_project_zone,369.8362,UCSB-CHG/CHIRPS/DAILY,313.3270,56.5092,18.0352,1996-2025
2009,1,carbon_project_zone,231.8300,UCSB-CHG/CHIRPS/DAILY,262.9213,-31.0913,-11.8253,1996-2025
2009,2,carbon_project_zone,258.9639,UCSB-CHG/CHIRPS/DAILY,265.2713,-6.3074,-2.3777,1996-2025
2009,3,carbon_project_zone,330.1173,UCSB-CHG/CHIRPS/DAILY,321.3425,8.7748,2.7307,1996-2025
2009,4,carbon_project_zone,266.9544,UCSB-CHG/CHIRPS/DAILY,295.0304,-28.0760,-9.5163,1996-2025
2009,5,carbon_project_zone,181.7186,UCSB-CHG/CHIRPS/DAILY,246.7391,-65.0205,-26.3519,1996-2025
2009,6,carbon_project_zone,159.0778,UCSB-CHG/CHIRPS/DAILY,195.4185,-36.3407,-18.5963,1996-2025
2009,7,carbon_project_zone,79.3408,UCSB-CHG/CHIRPS/DAILY,134.0310,-54.6902,-40.8041,1996-2025
2009,8,carbon_project_zone,55.6110,UCSB-CHG/CHIRPS/DAILY,104.2049,-48.5939,-46.6330,1996-2025
2009,9,carbon_project_zone,16.9825,UCSB-CHG/CHIRPS/DAILY,115.3072,-98.3247,-85.2720,1996-2025
2009,10,carbon_project_zone,235.3209,UCSB-CHG/CHIRPS/DAILY,222.4467,12.8742,5.7875,1996-2025
2009,11,carbon_project_zone,283.7899,UCSB-CHG/CHIRPS/DAILY,266.0786,17.7113,6.6564,1996-2025
2009,12,carbon_project_zone,312.1686,UCSB-CHG/CHIRPS/DAILY,313.3270,-1.1584,-0.3697,1996-2025
2010,1,carbon_project_zone,325.8993,UCSB-CHG/CHIRPS/DAILY,262.9213,62.9780,23.9532,1996-2025
2010,2,carbon_project_zone,314.0811,UCSB-CHG/CHIRPS/DAILY,265.2713,48.8098,18.4000,1996-2025
2010,3,carbon_project_zone,361.8149,UCSB-CHG/CHIRPS/DAILY,321.3425,40.4724,12.5948,1996-2025
2010,4,carbon_project_zone,291.5666,UCSB-CHG/CHIRPS/DAILY,295.0304,-3.4638,-1.1740,1996-2025
2010,5,carbon_project_zone,375.7765,UCSB-CHG/CHIRPS/DAILY,246.7391,129.0374,52.2971,1996-2025
2010,6,carbon_project_zone,298.6761,UCSB-CHG/CHIRPS/DAILY,195.4185,103.2576,52.8392,1996-2025
2010,7,carbon_project_zone,433.1372,UCSB-CHG/CHIRPS/DAILY,134.0310,299.1062,223.1620,1996-2025
2010,8,carbon_project_zone,359.2086,UCSB-CHG/CHIRPS/DAILY,104.2049,255.0037,244.7137,1996-2025
2010,9,carbon_project_zone,443.8483,UCSB-CHG/CHIRPS/DAILY,115.3072,328.5411,284.9268,1996-2025
2010,10,carbon_project_zone,426.0961,UCSB-CHG/CHIRPS/DAILY,222.4467,203.6494,91.5498,1996-2025
2010,11,carbon_project_zone,346.2690,UCSB-CHG/CHIRPS/DAILY,266.0786,80.1904,30.1379,1996-2025
2010,12,carbon_project_zone,187.2700,UCSB-CHG/CHIRPS/DAILY,313.3270,-126.0570,-40.2318,1996-2025
2011,1,carbon_project_zone,289.9713,UCSB-CHG/CHIRPS/DAILY,262.9213,27.0500,10.2882,1996-2025
2011,2,carbon_project_zone,153.6135,UCSB-CHG/CHIRPS/DAILY,265.2713,-111.6578,-42.0919,1996-2025
2011,3,carbon_project_zone,329.7923,UCSB-CHG/CHIRPS/DAILY,321.3425,8.4498,2.6295,1996-2025
2011,4,carbon_project_zone,315.1949,UCSB-CHG/CHIRPS/DAILY,295.0304,20.1645,6.8347,1996-2025
2011,5,carbon_project_zone,203.8206,UCSB-CHG/CHIRPS/DAILY,246.7391,-42.9185,-17.3943,1996-2025
2011,6,carbon_project_zone,46.3340,UCSB-CHG/CHIRPS/DAILY,195.4185,-149.0845,-76.2899,1996-2025
2011,7,carbon_project_zone,92.3217,UCSB-CHG/CHIRPS/DAILY,134.0310,-41.7093,-31.1191,1996-2025
2011,8,carbon_project_zone,48.9673,UCSB-CHG/CHIRPS/DAILY,104.2049,-55.2376,-53.0086,1996-2025
2011,9,carbon_project_zone,100.0609,UCSB-CHG/CHIRPS/DAILY,115.3072,-15.2463,-13.2223,1996-2025
2011,10,carbon_project_zone,341.2047,UCSB-CHG/CHIRPS/DAILY,222.4467,118.7580,53.3872,1996-2025
2011,11,carbon_project_zone,482.6990,UCSB-CHG/CHIRPS/DAILY,266.0786,216.6204,81.4122,1996-2025
2011,12,carbon_project_zone,477.2137,UCSB-CHG/CHIRPS/DAILY,313.3270,163.8867,52.3053,1996-2025
2012,1,carbon_project_zone,199.2199,UCSB-CHG/CHIRPS/DAILY,262.9213,-63.7014,-24.2283,1996-2025
2012,2,carbon_project_zone,272.0022,UCSB-CHG/CHIRPS/DAILY,265.2713,6.7309,2.5374,1996-2025
2012,3,carbon_project_zone,263.1110,UCSB-CHG/CHIRPS/DAILY,321.3425,-58.2315,-18.1213,1996-2025
2012,4,carbon_project_zone,252.5827,UCSB-CHG/CHIRPS/DAILY,295.0304,-42.4477,-14.3876,1996-2025
2012,5,carbon_project_zone,140.4559,UCSB-CHG/CHIRPS/DAILY,246.7391,-106.2832,-43.0751,1996-2025
2012,6,carbon_project_zone,136.5757,UCSB-CHG/CHIRPS/DAILY,195.4185,-58.8428,-30.1112,1996-2025
2012,7,carbon_project_zone,217.5668,UCSB-CHG/CHIRPS/DAILY,134.0310,83.5358,62.3257,1996-2025
2012,8,carbon_project_zone,57.4146,UCSB-CHG/CHIRPS/DAILY,104.2049,-46.7903,-44.9022,1996-2025
2012,9,carbon_project_zone,61.4999,UCSB-CHG/CHIRPS/DAILY,115.3072,-53.8073,-46.6643,1996-2025
2012,10,carbon_project_zone,220.2096,UCSB-CHG/CHIRPS/DAILY,222.4467,-2.2371,-1.0057,1996-2025
2012,11,carbon_project_zone,243.6700,UCSB-CHG/CHIRPS/DAILY,266.0786,-22.4086,-8.4218,1996-2025
2012,12,carbon_project_zone,404.7169,UCSB-CHG/CHIRPS/DAILY,313.3270,91.3899,29.1676,1996-2025
2013,1,carbon_project_zone,236.3918,UCSB-CHG/CHIRPS/DAILY,262.9213,-26.5295,-10.0903,1996-2025
2013,2,carbon_project_zone,227.3810,UCSB-CHG/CHIRPS/DAILY,265.2713,-37.8903,-14.2836,1996-2025
2013,3,carbon_project_zone,356.0761,UCSB-CHG/CHIRPS/DAILY,321.3425,34.7336,10.8089,1996-2025
2013,4,carbon_project_zone,276.6062,UCSB-CHG/CHIRPS/DAILY,295.0304,-18.4242,-6.2448,1996-2025
2013,5,carbon_project_zone,382.8686,UCSB-CHG/CHIRPS/DAILY,246.7391,136.1295,55.1714,1996-2025
2013,6,carbon_project_zone,197.1018,UCSB-CHG/CHIRPS/DAILY,195.4185,1.6833,0.8614,1996-2025
2013,7,carbon_project_zone,233.0746,UCSB-CHG/CHIRPS/DAILY,134.0310,99.0436,73.8960,1996-2025
2013,8,carbon_project_zone,153.5460,UCSB-CHG/CHIRPS/DAILY,104.2049,49.3411,47.3501,1996-2025
2013,9,carbon_project_zone,74.7093,UCSB-CHG/CHIRPS/DAILY,115.3072,-40.5979,-35.2085,1996-2025
2013,10,carbon_project_zone,118.2859,UCSB-CHG/CHIRPS/DAILY,222.4467,-104.1608,-46.8251,1996-2025
2013,11,carbon_project_zone,227.7764,UCSB-CHG/CHIRPS/DAILY,266.0786,-38.3022,-14.3951,1996-2025
2013,12,carbon_project_zone,347.0364,UCSB-CHG/CHIRPS/DAILY,313.3270,33.7094,10.7585,1996-2025
2014,1,carbon_project_zone,202.2421,UCSB-CHG/CHIRPS/DAILY,262.9213,-60.6792,-23.0788,1996-2025
2014,2,carbon_project_zone,251.3708,UCSB-CHG/CHIRPS/DAILY,265.2713,-13.9005,-5.2401,1996-2025
2014,3,carbon_project_zone,408.1814,UCSB-CHG/CHIRPS/DAILY,321.3425,86.8389,27.0238,1996-2025
2014,4,carbon_project_zone,252.7951,UCSB-CHG/CHIRPS/DAILY,295.0304,-42.2353,-14.3156,1996-2025
2014,5,carbon_project_zone,291.7148,UCSB-CHG/CHIRPS/DAILY,246.7391,44.9757,18.2280,1996-2025
2014,6,carbon_project_zone,265.5348,UCSB-CHG/CHIRPS/DAILY,195.4185,70.1163,35.8801,1996-2025
2014,7,carbon_project_zone,49.9251,UCSB-CHG/CHIRPS/DAILY,134.0310,-84.1059,-62.7511,1996-2025
2014,8,carbon_project_zone,97.9522,UCSB-CHG/CHIRPS/DAILY,104.2049,-6.2527,-6.0004,1996-2025
2014,9,carbon_project_zone,28.9807,UCSB-CHG/CHIRPS/DAILY,115.3072,-86.3265,-74.8665,1996-2025
2014,10,carbon_project_zone,52.7485,UCSB-CHG/CHIRPS/DAILY,222.4467,-169.6982,-76.2871,1996-2025
2014,11,carbon_project_zone,249.3162,UCSB-CHG/CHIRPS/DAILY,266.0786,-16.7624,-6.2998,1996-2025
2014,12,carbon_project_zone,307.2321,UCSB-CHG/CHIRPS/DAILY,313.3270,-6.0949,-1.9452,1996-2025
2015,1,carbon_project_zone,233.5942,UCSB-CHG/CHIRPS/DAILY,262.9213,-29.3271,-11.1543,1996-2025
2015,2,carbon_project_zone,367.7302,UCSB-CHG/CHIRPS/DAILY,265.2713,102.4589,38.6242,1996-2025
2015,3,carbon_project_zone,286.2900,UCSB-CHG/CHIRPS/DAILY,321.3425,-35.0525,-10.9081,1996-2025
2015,4,carbon_project_zone,356.2666,UCSB-CHG/CHIRPS/DAILY,295.0304,61.2362,20.7559,1996-2025
2015,5,carbon_project_zone,252.4890,UCSB-CHG/CHIRPS/DAILY,246.7391,5.7499,2.3304,1996-2025
2015,6,carbon_project_zone,125.4315,UCSB-CHG/CHIRPS/DAILY,195.4185,-69.9870,-35.8139,1996-2025
2015,7,carbon_project_zone,29.7175,UCSB-CHG/CHIRPS/DAILY,134.0310,-104.3135,-77.8279,1996-2025
2015,8,carbon_project_zone,17.2008,UCSB-CHG/CHIRPS/DAILY,104.2049,-87.0041,-83.4933,1996-2025
2015,9,carbon_project_zone,18.5741,UCSB-CHG/CHIRPS/DAILY,115.3072,-96.7331,-83.8916,1996-2025
2015,10,carbon_project_zone,40.3307,UCSB-CHG/CHIRPS/DAILY,222.4467,-182.1160,-81.8695,1996-2025
2015,11,carbon_project_zone,162.3393,UCSB-CHG/CHIRPS/DAILY,266.0786,-103.7393,-38.9882,1996-2025
2015,12,carbon_project_zone,459.0419,UCSB-CHG/CHIRPS/DAILY,313.3270,145.7149,46.5057,1996-2025
2016,1,carbon_project_zone,317.5933,UCSB-CHG/CHIRPS/DAILY,262.9213,54.6720,20.7941,1996-2025
2016,2,carbon_project_zone,306.5838,UCSB-CHG/CHIRPS/DAILY,265.2713,41.3125,15.5737,1996-2025
2016,3,carbon_project_zone,327.8186,UCSB-CHG/CHIRPS/DAILY,321.3425,6.4761,2.0153,1996-2025
2016,4,carbon_project_zone,286.2759,UCSB-CHG/CHIRPS/DAILY,295.0304,-8.7545,-2.9673,1996-2025
2016,5,carbon_project_zone,454.2056,UCSB-CHG/CHIRPS/DAILY,246.7391,207.4665,84.0833,1996-2025
2016,6,carbon_project_zone,237.2377,UCSB-CHG/CHIRPS/DAILY,195.4185,41.8192,21.3998,1996-2025
2016,7,carbon_project_zone,212.8945,UCSB-CHG/CHIRPS/DAILY,134.0310,78.8635,58.8397,1996-2025
2016,8,carbon_project_zone,100.0887,UCSB-CHG/CHIRPS/DAILY,104.2049,-4.1162,-3.9501,1996-2025
2016,9,carbon_project_zone,241.1935,UCSB-CHG/CHIRPS/DAILY,115.3072,125.8863,109.1747,1996-2025
2016,10,carbon_project_zone,392.0621,UCSB-CHG/CHIRPS/DAILY,222.4467,169.6154,76.2499,1996-2025
2016,11,carbon_project_zone,284.0684,UCSB-CHG/CHIRPS/DAILY,266.0786,17.9898,6.7611,1996-2025
2016,12,carbon_project_zone,281.6399,UCSB-CHG/CHIRPS/DAILY,313.3270,-31.6871,-10.1131,1996-2025
2017,1,carbon_project_zone,306.0878,UCSB-CHG/CHIRPS/DAILY,262.9213,43.1665,16.4180,1996-2025
2017,2,carbon_project_zone,313.5827,UCSB-CHG/CHIRPS/DAILY,265.2713,48.3114,18.2121,1996-2025
2017,3,carbon_project_zone,269.3249,UCSB-CHG/CHIRPS/DAILY,321.3425,-52.0176,-16.1876,1996-2025
2017,4,carbon_project_zone,296.5709,UCSB-CHG/CHIRPS/DAILY,295.0304,1.5405,0.5221,1996-2025
2017,5,carbon_project_zone,307.5612,UCSB-CHG/CHIRPS/DAILY,246.7391,60.8221,24.6504,1996-2025
2017,6,carbon_project_zone,246.3028,UCSB-CHG/CHIRPS/DAILY,195.4185,50.8843,26.0386,1996-2025
2017,7,carbon_project_zone,157.5819,UCSB-CHG/CHIRPS/DAILY,134.0310,23.5509,17.5712,1996-2025
2017,8,carbon_project_zone,153.7265,UCSB-CHG/CHIRPS/DAILY,104.2049,49.5216,47.5233,1996-2025
2017,9,carbon_project_zone,137.4351,UCSB-CHG/CHIRPS/DAILY,115.3072,22.1279,19.1904,1996-2025
2017,10,carbon_project_zone,198.4612,UCSB-CHG/CHIRPS/DAILY,222.4467,-23.9855,-10.7826,1996-2025
2017,11,carbon_project_zone,312.7621,UCSB-CHG/CHIRPS/DAILY,266.0786,46.6835,17.5450,1996-2025
2017,12,carbon_project_zone,262.1944,UCSB-CHG/CHIRPS/DAILY,313.3270,-51.1326,-16.3192,1996-2025
2018,1,carbon_project_zone,224.7150,UCSB-CHG/CHIRPS/DAILY,262.9213,-38.2063,-14.5315,1996-2025
2018,2,carbon_project_zone,303.4613,UCSB-CHG/CHIRPS/DAILY,265.2713,38.1900,14.3966,1996-2025
2018,3,carbon_project_zone,303.6709,UCSB-CHG/CHIRPS/DAILY,321.3425,-17.6716,-5.4993,1996-2025
2018,4,carbon_project_zone,292.4907,UCSB-CHG/CHIRPS/DAILY,295.0304,-2.5397,-0.8608,1996-2025
2018,5,carbon_project_zone,420.0264,UCSB-CHG/CHIRPS/DAILY,246.7391,173.2873,70.2310,1996-2025
2018,6,carbon_project_zone,189.9074,UCSB-CHG/CHIRPS/DAILY,195.4185,-5.5111,-2.8202,1996-2025
2018,7,carbon_project_zone,45.3842,UCSB-CHG/CHIRPS/DAILY,134.0310,-88.6468,-66.1390,1996-2025
2018,8,carbon_project_zone,58.4247,UCSB-CHG/CHIRPS/DAILY,104.2049,-45.7802,-43.9329,1996-2025
2018,9,carbon_project_zone,84.5719,UCSB-CHG/CHIRPS/DAILY,115.3072,-30.7353,-26.6551,1996-2025
2018,10,carbon_project_zone,156.5672,UCSB-CHG/CHIRPS/DAILY,222.4467,-65.8795,-29.6159,1996-2025
2018,11,carbon_project_zone,242.5657,UCSB-CHG/CHIRPS/DAILY,266.0786,-23.5129,-8.8368,1996-2025
2018,12,carbon_project_zone,309.9241,UCSB-CHG/CHIRPS/DAILY,313.3270,-3.4029,-1.0861,1996-2025
2019,1,carbon_project_zone,290.2288,UCSB-CHG/CHIRPS/DAILY,262.9213,27.3075,10.3862,1996-2025
2019,2,carbon_project_zone,341.0877,UCSB-CHG/CHIRPS/DAILY,265.2713,75.8164,28.5807,1996-2025
2019,3,carbon_project_zone,237.1980,UCSB-CHG/CHIRPS/DAILY,321.3425,-84.1445,-26.1853,1996-2025
2019,4,carbon_project_zone,374.9039,UCSB-CHG/CHIRPS/DAILY,295.0304,79.8735,27.0730,1996-2025
2019,5,carbon_project_zone,182.0480,UCSB-CHG/CHIRPS/DAILY,246.7391,-64.6911,-26.2184,1996-2025
2019,6,carbon_project_zone,171.7808,UCSB-CHG/CHIRPS/DAILY,195.4185,-23.6377,-12.0959,1996-2025
2019,7,carbon_project_zone,8.6263,UCSB-CHG/CHIRPS/DAILY,134.0310,-125.4047,-93.5640,1996-2025
2019,8,carbon_project_zone,27.9957,UCSB-CHG/CHIRPS/DAILY,104.2049,-76.2092,-73.1340,1996-2025
2019,9,carbon_project_zone,30.1302,UCSB-CHG/CHIRPS/DAILY,115.3072,-85.1770,-73.8696,1996-2025
2019,10,carbon_project_zone,144.5164,UCSB-CHG/CHIRPS/DAILY,222.4467,-77.9303,-35.0332,1996-2025
2019,11,carbon_project_zone,202.8480,UCSB-CHG/CHIRPS/DAILY,266.0786,-63.2306,-23.7639,1996-2025
2019,12,carbon_project_zone,229.7873,UCSB-CHG/CHIRPS/DAILY,313.3270,-83.5397,-26.6621,1996-2025
2020,1,carbon_project_zone,321.1497,UCSB-CHG/CHIRPS/DAILY,262.9213,58.2284,22.1467,1996-2025
2020,2,carbon_project_zone,280.6548,UCSB-CHG/CHIRPS/DAILY,265.2713,15.3835,5.7992,1996-2025
2020,3,carbon_project_zone,374.8770,UCSB-CHG/CHIRPS/DAILY,321.3425,53.5345,16.6596,1996-2025
2020,4,carbon_project_zone,458.0971,UCSB-CHG/CHIRPS/DAILY,295.0304,163.0667,55.2712,1996-2025
