date,scope,period,rainfall_accum_mm,spi,spi_status,source
2004-01-01,carbon_project_zone,SPI-3,1079.9047,2.3617,extremely_wet,CHIRPS v2 Final
2005-01-01,carbon_project_zone,SPI-3,632.1853,-2.2601,extreme_drought,CHIRPS v2 Final
2006-01-01,carbon_project_zone,SPI-3,827.1503,-0.0427,normal,CHIRPS v2 Final
2007-01-01,carbon_project_zone,SPI-3,771.3559,-0.6377,normal,CHIRPS v2 Final
2008-01-01,carbon_project_zone,SPI-3,716.4620,-1.2519,moderate_dry,CHIRPS v2 Final
2009-01-01,carbon_project_zone,SPI-3,939.1174,1.0749,wet,CHIRPS v2 Final
2010-01-01,carbon_project_zone,SPI-3,921.8578,0.9086,normal,CHIRPS v2 Final
2011-01-01,carbon_project_zone,SPI-3,823.5103,-0.0807,normal,CHIRPS v2 Final
2012-01-01,carbon_project_zone,SPI-3,1159.1326,3.0381,extremely_wet,CHIRPS v2 Final
2013-01-01,carbon_project_zone,SPI-3,884.7787,0.5442,normal,CHIRPS v2 Final
2014-01-01,carbon_project_zone,SPI-3,777.0549,-0.5756,normal,CHIRPS v2 Final
2015-01-01,carbon_project_zone,SPI-3,790.1425,-0.4342,normal,CHIRPS v2 Final
2016-01-01,carbon_project_zone,SPI-3,938.9745,1.0735,wet,CHIRPS v2 Final
2017-01-01,carbon_project_zone,SPI-3,871.7961,0.4143,normal,CHIRPS v2 Final
2018-01-01,carbon_project_zone,SPI-3,799.6715,-0.3323,normal,CHIRPS v2 Final
2019-01-01,carbon_project_zone,SPI-3,842.7186,0.1184,normal,CHIRPS v2 Final
2020-01-01,carbon_project_zone,SPI-3,753.7850,-0.8310,normal,CHIRPS v2 Final
2021-01-01,carbon_project_zone,SPI-3,905.7624,0.7517,normal,CHIRPS v2 Final
2022-01-01,carbon_project_zone,SPI-3,829.3070,-0.0203,normal,CHIRPS v2 Final
2023-01-01,carbon_project_zone,SPI-3,784.4203,-0.4958,normal,CHIRPS v2 Final
2024-01-01,carbon_project_zone,SPI-3,942.4281,1.1066,wet,CHIRPS v2 Final
2025-01-01,carbon_project_zone,SPI-3,938.1048,1.0652,wet,CHIRPS v2 Final
1982-02-01,carbon_project_zone,SPI-3,790.5882,-0.5270,normal,CHIRPS v2 Final
1983-02-01,carbon_project_zone,SPI-3,831.9407,-0.1210,normal,CHIRPS v2 Final
1984-02-01,carbon_project_zone,SPI-3,770.4945,-0.7294,normal,CHIRPS v2 Final
1985-02-01,carbon_project_zone,SPI-3,879.8035,0.3324,normal,CHIRPS v2 Final
1986-02-01,carbon_project_zone,SPI-3,720.9097,-1.2446,moderate_dry,CHIRPS v2 Final
1987-02-01,carbon_project_zone,SPI-3,788.4682,-0.5482,normal,CHIRPS v2 Final
1988-02-01,carbon_project_zone,SPI-3,821.4576,-0.2226,normal,CHIRPS v2 Final
1989-02-01,carbon_project_zone,SPI-3,943.6736,0.9126,normal,CHIRPS v2 Final
1990-02-01,carbon_project_zone,SPI-3,676.5509,-1.7262,severe_drought,CHIRPS v2 Final
1991-02-01,carbon_project_zone,SPI-3,966.7234,1.1156,wet,CHIRPS v2 Final
1992-02-01,carbon_project_zone,SPI-3,912.7708,0.6353,normal,CHIRPS v2 Final
1993-02-01,carbon_project_zone,SPI-3,734.2415,-1.1038,moderate_dry,CHIRPS v2 Final
1994-02-01,carbon_project_zone,SPI-3,779.2063,-0.6412,normal,CHIRPS v2 Final
1995-02-01,carbon_project_zone,SPI-3,863.1873,0.1769,normal,CHIRPS v2 Final
1996-02-01,carbon_project_zone,SPI-3,829.3652,-0.1459,normal,CHIRPS v2 Final
1997-02-01,carbon_project_zone,SPI-3,682.0683,-1.6651,severe_drought,CHIRPS v2 Final
1998-02-01,carbon_project_zone,SPI-3,748.5604,-0.9544,normal,CHIRPS v2 Final
1999-02-01,carbon_project_zone,SPI-3,874.8543,0.2863,normal,CHIRPS v2 Final
2000-02-01,carbon_project_zone,SPI-3,878.4488,0.3198,normal,CHIRPS v2 Final
2001-02-01,carbon_project_zone,SPI-3,730.0771,-1.1476,moderate_dry,CHIRPS v2 Final
2002-02-01,carbon_project_zone,SPI-3,789.7189,-0.5357,normal,CHIRPS v2 Final
2003-02-01,carbon_project_zone,SPI-3,863.7763,0.1825,normal,CHIRPS v2 Final
2004-02-01,carbon_project_zone,SPI-3,991.3514,1.3290,wet,CHIRPS v2 Final
2005-02-01,carbon_project_zone,SPI-3,720.0595,-1.2536,moderate_dry,CHIRPS v2 Final
2006-02-01,carbon_project_zone,SPI-3,821.7384,-0.2199,normal,CHIRPS v2 Final
2007-02-01,carbon_project_zone,SPI-3,829.3278,-0.1462,normal,CHIRPS v2 Final
2008-02-01,carbon_project_zone,SPI-3,822.4511,-0.2129,normal,CHIRPS v2 Final
2009-02-01,carbon_project_zone,SPI-3,860.6301,0.1528,normal,CHIRPS v2 Final
2010-02-01,carbon_project_zone,SPI-3,952.1490,0.9876,normal,CHIRPS v2 Final
2011-02-01,carbon_project_zone,SPI-3,630.8548,-2.2453,extreme_drought,CHIRPS v2 Final
2012-02-01,carbon_project_zone,SPI-3,948.4358,0.9548,normal,CHIRPS v2 Final
2013-02-01,carbon_project_zone,SPI-3,868.4897,0.2268,normal,CHIRPS v2 Final
2014-02-01,carbon_project_zone,SPI-3,800.6493,-0.4269,normal,CHIRPS v2 Final
2015-02-01,carbon_project_zone,SPI-3,908.5565,0.5970,normal,CHIRPS v2 Final
2016-02-01,carbon_project_zone,SPI-3,1083.2190,2.0956,extremely_wet,CHIRPS v2 Final
2017-02-01,carbon_project_zone,SPI-3,901.3104,0.5308,normal,CHIRPS v2 Final
2018-02-01,carbon_project_zone,SPI-3,790.3707,-0.5291,normal,CHIRPS v2 Final
2019-02-01,carbon_project_zone,SPI-3,941.2406,0.8910,normal,CHIRPS v2 Final
2020-02-01,carbon_project_zone,SPI-3,831.5918,-0.1244,normal,CHIRPS v2 Final
2021-02-01,carbon_project_zone,SPI-3,1199.2893,3.0057,extremely_wet,CHIRPS v2 Final
2022-02-01,carbon_project_zone,SPI-3,840.5266,-0.0384,normal,CHIRPS v2 Final
2023-02-01,carbon_project_zone,SPI-3,819.4760,-0.2419,normal,CHIRPS v2 Final
2024-02-01,carbon_project_zone,SPI-3,891.2466,0.4384,normal,CHIRPS v2 Final
2025-02-01,carbon_project_zone,SPI-3,1019.9934,1.5728,very_wet,CHIRPS v2 Final
1981-03-01,carbon_project_zone,SPI-3,666.5478,-1.9419,severe_drought,CHIRPS v2 Final
1982-03-01,carbon_project_zone,SPI-3,885.6837,0.1877,normal,CHIRPS v2 Final
1983-03-01,carbon_project_zone,SPI-3,913.7944,0.4342,normal,CHIRPS v2 Final
1984-03-01,carbon_project_zone,SPI-3,858.3478,-0.0571,normal,CHIRPS v2 Final
1985-03-01,carbon_project_zone,SPI-3,845.8975,-0.1703,normal,CHIRPS v2 Final
1986-03-01,carbon_project_zone,SPI-3,908.7780,0.3906,normal,CHIRPS v2 Final
1987-03-01,carbon_project_zone,SPI-3,892.0091,0.2436,normal,CHIRPS v2 Final
1988-03-01,carbon_project_zone,SPI-3,905.2739,0.3600,normal,CHIRPS v2 Final
1989-03-01,carbon_project_zone,SPI-3,886.8283,0.1978,normal,CHIRPS v2 Final
1990-03-01,carbon_project_zone,SPI-3,799.9028,-0.5984,normal,CHIRPS v2 Final
1991-03-01,carbon_project_zone,SPI-3,1004.6814,1.1984,wet,CHIRPS v2 Final
1992-03-01,carbon_project_zone,SPI-3,956.2010,0.7967,normal,CHIRPS v2 Final
1993-03-01,carbon_project_zone,SPI-3,777.2908,-0.8149,normal,CHIRPS v2 Final
1994-03-01,carbon_project_zone,SPI-3,955.0894,0.7873,normal,CHIRPS v2 Final
1995-03-01,carbon_project_zone,SPI-3,882.9695,0.1636,normal,CHIRPS v2 Final
1996-03-01,carbon_project_zone,SPI-3,900.7105,0.3201,normal,CHIRPS v2 Final
1997-03-01,carbon_project_zone,SPI-3,538.8559,-3.4133,extreme_drought,CHIRPS v2 Final
1998-03-01,carbon_project_zone,SPI-3,756.7130,-1.0157,moderate_dry,CHIRPS v2 Final
1999-03-01,carbon_project_zone,SPI-3,861.9908,-0.0241,normal,CHIRPS v2 Final
2000-03-01,carbon_project_zone,SPI-3,908.0113,0.3839,normal,CHIRPS v2 Final
2001-03-01,carbon_project_zone,SPI-3,769.9898,-0.8858,normal,CHIRPS v2 Final
2002-03-01,carbon_project_zone,SPI-3,826.9368,-0.3448,normal,CHIRPS v2 Final
2003-03-01,carbon_project_zone,SPI-3,790.8793,-0.6843,normal,CHIRPS v2 Final
2004-03-01,carbon_project_zone,SPI-3,824.6378,-0.3662,normal,CHIRPS v2 Final
2005-03-01,carbon_project_zone,SPI-3,699.9588,-1.5893,severe_drought,CHIRPS v2 Final
2006-03-01,carbon_project_zone,SPI-3,924.4357,0.5262,normal,CHIRPS v2 Final
2007-03-01,carbon_project_zone,SPI-3,775.1850,-0.8353,normal,CHIRPS v2 Final
2008-03-01,carbon_project_zone,SPI-3,913.8055,0.4343,normal,CHIRPS v2 Final
2009-03-01,carbon_project_zone,SPI-3,820.9112,-0.4008,normal,CHIRPS v2 Final
2010-03-01,carbon_project_zone,SPI-3,1001.7953,1.1748,wet,CHIRPS v2 Final
2011-03-01,carbon_project_zone,SPI-3,773.3771,-0.8528,normal,CHIRPS v2 Final
2012-03-01,carbon_project_zone,SPI-3,734.3331,-1.2383,moderate_dry,CHIRPS v2 Final
2013-03-01,carbon_project_zone,SPI-3,819.8489,-0.4107,normal,CHIRPS v2 Final
2014-03-01,carbon_project_zone,SPI-3,861.7943,-0.0259,normal,CHIRPS v2 Final
2015-03-01,carbon_project_zone,SPI-3,887.6144,0.2048,normal,CHIRPS v2 Final
2016-03-01,carbon_project_zone,SPI-3,951.9957,0.7612,normal,CHIRPS v2 Final
2017-03-01,carbon_project_zone,SPI-3,888.9954,0.2170,normal,CHIRPS v2 Final
2018-03-01,carbon_project_zone,SPI-3,831.8472,-0.2993,normal,CHIRPS v2 Final
2019-03-01,carbon_project_zone,SPI-3,868.5145,0.0346,normal,CHIRPS v2 Final
2020-03-01,carbon_project_zone,SPI-3,976.6815,0.9680,normal,CHIRPS v2 Final
2021-03-01,carbon_project_zone,SPI-3,1239.9125,2.9853,extremely_wet,CHIRPS v2 Final
2022-03-01,carbon_project_zone,SPI-3,884.9639,0.1813,normal,CHIRPS v2 Final
2023-03-01,carbon_project_zone,SPI-3,903.9656,0.3486,normal,CHIRPS v2 Final
2024-03-01,carbon_project_zone,SPI-3,967.2000,0.8890,normal,CHIRPS v2 Final
2025-03-01,carbon_project_zone,SPI-3,1078.9345,1.7895,very_wet,CHIRPS v2 Final
1981-04-01,carbon_project_zone,SPI-3,848.3850,-0.4017,normal,CHIRPS v2 Final
1982-04-01,carbon_project_zone,SPI-3,813.7404,-0.8228,normal,CHIRPS v2 Final
1983-04-01,carbon_project_zone,SPI-3,880.6989,-0.0192,normal,CHIRPS v2 Final
1984-04-01,carbon_project_zone,SPI-3,878.4281,-0.0457,normal,CHIRPS v2 Final
1985-04-01,carbon_project_zone,SPI-3,800.0002,-0.9932,normal,CHIRPS v2 Final
1986-04-01,carbon_project_zone,SPI-3,1080.9156,2.1647,extremely_wet,CHIRPS v2 Final
1987-04-01,carbon_project_zone,SPI-3,844.5896,-0.4473,normal,CHIRPS v2 Final
1988-04-01,carbon_project_zone,SPI-3,920.7833,0.4426,normal,CHIRPS v2 Final
1989-04-01,carbon_project_zone,SPI-3,774.8266,-1.3105,moderate_dry,CHIRPS v2 Final
1990-04-01,carbon_project_zone,SPI-3,806.8933,-0.9075,normal,CHIRPS v2 Final
1991-04-01,carbon_project_zone,SPI-3,907.4937,0.2910,normal,CHIRPS v2 Final
1992-04-01,carbon_project_zone,SPI-3,965.0387,0.9371,normal,CHIRPS v2 Final
1993-04-01,carbon_project_zone,SPI-3,867.7882,-0.1709,normal,CHIRPS v2 Final
1994-04-01,carbon_project_zone,SPI-3,945.4668,0.7203,normal,CHIRPS v2 Final
1995-04-01,carbon_project_zone,SPI-3,823.3621,-0.7047,normal,CHIRPS v2 Final
1996-04-01,carbon_project_zone,SPI-3,769.0905,-1.3837,moderate_dry,CHIRPS v2 Final
1997-04-01,carbon_project_zone,SPI-3,670.5932,-2.7039,extreme_drought,CHIRPS v2 Final
1998-04-01,carbon_project_zone,SPI-3,817.5045,-0.7765,normal,CHIRPS v2 Final
1999-04-01,carbon_project_zone,SPI-3,801.4856,-0.9747,normal,CHIRPS v2 Final
2000-04-01,carbon_project_zone,SPI-3,879.0510,-0.0384,normal,CHIRPS v2 Final
2001-04-01,carbon_project_zone,SPI-3,862.8351,-0.2295,normal,CHIRPS v2 Final
2002-04-01,carbon_project_zone,SPI-3,929.6418,0.5428,normal,CHIRPS v2 Final
2003-04-01,carbon_project_zone,SPI-3,845.2677,-0.4391,normal,CHIRPS v2 Final
2004-04-01,carbon_project_zone,SPI-3,775.5557,-1.3012,moderate_dry,CHIRPS v2 Final
2005-04-01,carbon_project_zone,SPI-3,865.0468,-0.2033,normal,CHIRPS v2 Final
2006-04-01,carbon_project_zone,SPI-3,883.8215,0.0173,normal,CHIRPS v2 Final
2007-04-01,carbon_project_zone,SPI-3,923.3176,0.4713,normal,CHIRPS v2 Final
2008-04-01,carbon_project_zone,SPI-3,957.8745,0.8581,normal,CHIRPS v2 Final
2009-04-01,carbon_project_zone,SPI-3,856.0356,-0.3103,normal,CHIRPS v2 Final
2010-04-01,carbon_project_zone,SPI-3,967.4626,0.9638,normal,CHIRPS v2 Final
2011-04-01,carbon_project_zone,SPI-3,798.6007,-1.0106,moderate_dry,CHIRPS v2 Final
2012-04-01,carbon_project_zone,SPI-3,787.6959,-1.1474,moderate_dry,CHIRPS v2 Final
2013-04-01,carbon_project_zone,SPI-3,860.0633,-0.2623,normal,CHIRPS v2 Final
2014-04-01,carbon_project_zone,SPI-3,912.3473,0.3465,normal,CHIRPS v2 Final
2015-04-01,carbon_project_zone,SPI-3,1010.2868,1.4274,wet,CHIRPS v2 Final
2016-04-01,carbon_project_zone,SPI-3,920.6783,0.4414,normal,CHIRPS v2 Final
2017-04-01,carbon_project_zone,SPI-3,879.4785,-0.0334,normal,CHIRPS v2 Final
2018-04-01,carbon_project_zone,SPI-3,899.6229,0.2005,normal,CHIRPS v2 Final
2019-04-01,carbon_project_zone,SPI-3,953.1896,0.8062,normal,CHIRPS v2 Final
2020-04-01,carbon_project_zone,SPI-3,1113.6289,2.4955,extremely_wet,CHIRPS v2 Final
2021-04-01,carbon_project_zone,SPI-3,1085.4281,2.2107,extremely_wet,CHIRPS v2 Final
2022-04-01,carbon_project_zone,SPI-3,845.8121,-0.4326,normal,CHIRPS v2 Final
2023-04-01,carbon_project_zone,SPI-3,943.9931,0.7039,normal,CHIRPS v2 Final
2024-04-01,carbon_project_zone,SPI-3,874.5764,-0.0909,normal,CHIRPS v2 Final
2025-04-01,carbon_project_zone,SPI-3,981.5072,1.1173,wet,CHIRPS v2 Final
1981-05-01,carbon_project_zone,SPI-3,935.1209,0.5441,normal,CHIRPS v2 Final
1982-05-01,carbon_project_zone,SPI-3,733.3649,-1.0933,moderate_dry,CHIRPS v2 Final
1983-05-01,carbon_project_zone,SPI-3,1050.9359,1.3795,wet,CHIRPS v2 Final
1984-05-01,carbon_project_zone,SPI-3,955.1622,0.6934,normal,CHIRPS v2 Final
1985-05-01,carbon_project_zone,SPI-3,873.6445,0.0726,normal,CHIRPS v2 Final
1986-05-01,carbon_project_zone,SPI-3,1063.6890,1.4677,wet,CHIRPS v2 Final
1987-05-01,carbon_project_zone,SPI-3,847.7938,-0.1323,normal,CHIRPS v2 Final
1988-05-01,carbon_project_zone,SPI-3,962.3931,0.7467,normal,CHIRPS v2 Final
1989-05-01,carbon_project_zone,SPI-3,804.4258,-0.4856,normal,CHIRPS v2 Final
1990-05-01,carbon_project_zone,SPI-3,795.9248,-0.5564,normal,CHIRPS v2 Final
1991-05-01,carbon_project_zone,SPI-3,879.2492,0.1165,normal,CHIRPS v2 Final
1992-05-01,carbon_project_zone,SPI-3,943.2359,0.6048,normal,CHIRPS v2 Final
1993-05-01,carbon_project_zone,SPI-3,1055.6018,1.4119,wet,CHIRPS v2 Final
1994-05-01,carbon_project_zone,SPI-3,800.4602,-0.5186,normal,CHIRPS v2 Final
1995-05-01,carbon_project_zone,SPI-3,824.2244,-0.3228,normal,CHIRPS v2 Final
1996-05-01,carbon_project_zone,SPI-3,614.0695,-2.2103,extreme_drought,CHIRPS v2 Final
1997-05-01,carbon_project_zone,SPI-3,573.2675,-2.6264,extreme_drought,CHIRPS v2 Final
1998-05-01,carbon_project_zone,SPI-3,846.1150,-0.1457,normal,CHIRPS v2 Final
1999-05-01,carbon_project_zone,SPI-3,792.7334,-0.5831,normal,CHIRPS v2 Final
2000-05-01,carbon_project_zone,SPI-3,869.6512,0.0412,normal,CHIRPS v2 Final
2001-05-01,carbon_project_zone,SPI-3,952.4327,0.6732,normal,CHIRPS v2 Final
2002-05-01,carbon_project_zone,SPI-3,797.4338,-0.5438,normal,CHIRPS v2 Final
2003-05-01,carbon_project_zone,SPI-3,691.9484,-1.4661,moderate_dry,CHIRPS v2 Final
2004-05-01,carbon_project_zone,SPI-3,807.5987,-0.4593,normal,CHIRPS v2 Final
2005-05-01,carbon_project_zone,SPI-3,738.5193,-1.0479,moderate_dry,CHIRPS v2 Final
2006-05-01,carbon_project_zone,SPI-3,872.8920,0.0667,normal,CHIRPS v2 Final
2007-05-01,carbon_project_zone,SPI-3,878.2161,0.1084,normal,CHIRPS v2 Final
2008-05-01,carbon_project_zone,SPI-3,840.6828,-0.1894,normal,CHIRPS v2 Final
2009-05-01,carbon_project_zone,SPI-3,778.7903,-0.7005,normal,CHIRPS v2 Final
2010-05-01,carbon_project_zone,SPI-3,1029.1580,1.2272,wet,CHIRPS v2 Final
2011-05-01,carbon_project_zone,SPI-3,848.8078,-0.1242,normal,CHIRPS v2 Final
2012-05-01,carbon_project_zone,SPI-3,656.1496,-1.8007,severe_drought,CHIRPS v2 Final
2013-05-01,carbon_project_zone,SPI-3,1015.5509,1.1310,wet,CHIRPS v2 Final
2014-05-01,carbon_project_zone,SPI-3,952.6913,0.6751,normal,CHIRPS v2 Final
2015-05-01,carbon_project_zone,SPI-3,895.0456,0.2392,normal,CHIRPS v2 Final
2016-05-01,carbon_project_zone,SPI-3,1068.3001,1.4994,wet,CHIRPS v2 Final
2017-05-01,carbon_project_zone,SPI-3,873.4570,0.0711,normal,CHIRPS v2 Final
2018-05-01,carbon_project_zone,SPI-3,1016.1880,1.1355,wet,CHIRPS v2 Final
2019-05-01,carbon_project_zone,SPI-3,794.1499,-0.5712,normal,CHIRPS v2 Final
2020-05-01,carbon_project_zone,SPI-3,1186.7401,2.2854,extremely_wet,CHIRPS v2 Final
2021-05-01,carbon_project_zone,SPI-3,746.6251,-0.9770,normal,CHIRPS v2 Final
2022-05-01,carbon_project_zone,SPI-3,823.0345,-0.3325,normal,CHIRPS v2 Final
2023-05-01,carbon_project_zone,SPI-3,783.9176,-0.6572,normal,CHIRPS v2 Final
2024-05-01,carbon_project_zone,SPI-3,919.0134,0.4226,normal,CHIRPS v2 Final
2025-05-01,carbon_project_zone,SPI-3,988.5915,0.9378,normal,CHIRPS v2 Final
1981-06-01,carbon_project_zone,SPI-3,725.3706,-0.0008,normal,CHIRPS v2 Final
1982-06-01,carbon_project_zone,SPI-3,459.7319,-2.0565,extreme_drought,CHIRPS v2 Final
1983-06-01,carbon_project_zone,SPI-3,872.7394,0.9245,normal,CHIRPS v2 Final
1984-06-01,carbon_project_zone,SPI-3,646.6100,-0.5477,normal,CHIRPS v2 Final
1985-06-01,carbon_project_zone,SPI-3,780.1235,0.3564,normal,CHIRPS v2 Final
1986-06-01,carbon_project_zone,SPI-3,905.8609,1.1180,wet,CHIRPS v2 Final
1987-06-01,carbon_project_zone,SPI-3,691.2199,-0.2328,normal,CHIRPS v2 Final
1988-06-01,carbon_project_zone,SPI-3,780.9929,0.3619,normal,CHIRPS v2 Final
1989-06-01,carbon_project_zone,SPI-3,644.5211,-0.5628,normal,CHIRPS v2 Final
1990-06-01,carbon_project_zone,SPI-3,600.1911,-0.8913,normal,CHIRPS v2 Final
1991-06-01,carbon_project_zone,SPI-3,551.8054,-1.2693,moderate_dry,CHIRPS v2 Final
1992-06-01,carbon_project_zone,SPI-3,653.8816,-0.4954,normal,CHIRPS v2 Final
1993-06-01,carbon_project_zone,SPI-3,988.5223,1.5815,very_wet,CHIRPS v2 Final
1994-06-01,carbon_project_zone,SPI-3,612.0899,-0.8016,normal,CHIRPS v2 Final
1995-06-01,carbon_project_zone,SPI-3,785.2065,0.3887,normal,CHIRPS v2 Final
1996-06-01,carbon_project_zone,SPI-3,483.7230,-1.8416,severe_drought,CHIRPS v2 Final
1997-06-01,carbon_project_zone,SPI-3,450.1987,-2.1440,extreme_drought,CHIRPS v2 Final
1998-06-01,carbon_project_zone,SPI-3,894.2207,1.0505,wet,CHIRPS v2 Final
1999-06-01,carbon_project_zone,SPI-3,753.5159,0.1850,normal,CHIRPS v2 Final
2000-06-01,carbon_project_zone,SPI-3,776.3596,0.3324,normal,CHIRPS v2 Final
2001-06-01,carbon_project_zone,SPI-3,825.9988,0.6431,normal,CHIRPS v2 Final
2002-06-01,carbon_project_zone,SPI-3,718.3666,-0.0477,normal,CHIRPS v2 Final
2003-06-01,carbon_project_zone,SPI-3,554.0037,-1.2516,moderate_dry,CHIRPS v2 Final
2004-06-01,carbon_project_zone,SPI-3,630.1010,-0.6679,normal,CHIRPS v2 Final
2005-06-01,carbon_project_zone,SPI-3,568.3452,-1.1376,moderate_dry,CHIRPS v2 Final
2006-06-01,carbon_project_zone,SPI-3,864.0960,0.8732,normal,CHIRPS v2 Final
2007-06-01,carbon_project_zone,SPI-3,841.2125,0.7358,normal,CHIRPS v2 Final
2008-06-01,carbon_project_zone,SPI-3,643.2339,-0.5721,normal,CHIRPS v2 Final
2009-06-01,carbon_project_zone,SPI-3,607.7508,-0.8341,normal,CHIRPS v2 Final
2010-06-01,carbon_project_zone,SPI-3,966.0192,1.4579,wet,CHIRPS v2 Final
2011-06-01,carbon_project_zone,SPI-3,565.3495,-1.1613,moderate_dry,CHIRPS v2 Final
2012-06-01,carbon_project_zone,SPI-3,529.6143,-1.4502,moderate_dry,CHIRPS v2 Final
2013-06-01,carbon_project_zone,SPI-3,856.5766,0.8283,normal,CHIRPS v2 Final
2014-06-01,carbon_project_zone,SPI-3,810.0447,0.5446,normal,CHIRPS v2 Final
2015-06-01,carbon_project_zone,SPI-3,734.1871,0.0579,normal,CHIRPS v2 Final
2016-06-01,carbon_project_zone,SPI-3,977.7192,1.5224,very_wet,CHIRPS v2 Final
2017-06-01,carbon_project_zone,SPI-3,850.4349,0.7915,normal,CHIRPS v2 Final
2018-06-01,carbon_project_zone,SPI-3,902.4245,1.0982,wet,CHIRPS v2 Final
2019-06-01,carbon_project_zone,SPI-3,728.7327,0.0217,normal,CHIRPS v2 Final
2020-06-01,carbon_project_zone,SPI-3,991.9063,1.5999,very_wet,CHIRPS v2 Final
2021-06-01,carbon_project_zone,SPI-3,765.6379,0.2636,normal,CHIRPS v2 Final
2022-06-01,carbon_project_zone,SPI-3,896.3316,1.0628,wet,CHIRPS v2 Final
2023-06-01,carbon_project_zone,SPI-3,573.6880,-1.0957,moderate_dry,CHIRPS v2 Final
2024-06-01,carbon_project_zone,SPI-3,810.5119,0.5475,normal,CHIRPS v2 Final
2025-06-01,carbon_project_zone,SPI-3,840.4360,0.7311,normal,CHIRPS v2 Final
1981-07-01,carbon_project_zone,SPI-3,702.3927,0.5384,normal,CHIRPS v2 Final
1982-07-01,carbon_project_zone,SPI-3,279.3696,-1.7579,severe_drought,CHIRPS v2 Final
1983-07-01,carbon_project_zone,SPI-3,816.4769,0.9835,normal,CHIRPS v2 Final
1984-07-01,carbon_project_zone,SPI-3,640.8449,0.2782,normal,CHIRPS v2 Final
1985-07-01,carbon_project_zone,SPI-3,972.9027,1.5324,very_wet,CHIRPS v2 Final
1986-07-01,carbon_project_zone,SPI-3,681.1397,0.4503,normal,CHIRPS v2 Final
1987-07-01,carbon_project_zone,SPI-3,463.7589,-0.5787,normal,CHIRPS v2 Final
1988-07-01,carbon_project_zone,SPI-3,609.1883,0.1379,normal,CHIRPS v2 Final
1989-07-01,carbon_project_zone,SPI-3,648.8137,0.3128,normal,CHIRPS v2 Final
1990-07-01,carbon_project_zone,SPI-3,554.1161,-0.1183,normal,CHIRPS v2 Final
1991-07-01,carbon_project_zone,SPI-3,331.1792,-1.3820,moderate_dry,CHIRPS v2 Final
1992-07-01,carbon_project_zone,SPI-3,531.1675,-0.2302,normal,CHIRPS v2 Final
1993-07-01,carbon_project_zone,SPI-3,800.2126,0.9227,normal,CHIRPS v2 Final
1994-07-01,carbon_project_zone,SPI-3,367.9291,-1.1398,moderate_dry,CHIRPS v2 Final
1995-07-01,carbon_project_zone,SPI-3,697.2048,0.5170,normal,CHIRPS v2 Final
1996-07-01,carbon_project_zone,SPI-3,401.0766,-0.9354,normal,CHIRPS v2 Final
1997-07-01,carbon_project_zone,SPI-3,173.0074,-2.7242,extreme_drought,CHIRPS v2 Final
1998-07-01,carbon_project_zone,SPI-3,929.4209,1.3859,wet,CHIRPS v2 Final
1999-07-01,carbon_project_zone,SPI-3,671.8610,0.4113,normal,CHIRPS v2 Final
2000-07-01,carbon_project_zone,SPI-3,617.3965,0.1747,normal,CHIRPS v2 Final
2001-07-01,carbon_project_zone,SPI-3,621.1806,0.1916,normal,CHIRPS v2 Final
2002-07-01,carbon_project_zone,SPI-3,415.8576,-0.8481,normal,CHIRPS v2 Final
2003-07-01,carbon_project_zone,SPI-3,256.0851,-1.9431,severe_drought,CHIRPS v2 Final
2004-07-01,carbon_project_zone,SPI-3,515.0432,-0.3107,normal,CHIRPS v2 Final
2005-07-01,carbon_project_zone,SPI-3,362.2091,-1.1764,moderate_dry,CHIRPS v2 Final
2006-07-01,carbon_project_zone,SPI-3,639.5360,0.2725,normal,CHIRPS v2 Final
2007-07-01,carbon_project_zone,SPI-3,782.5935,0.8558,normal,CHIRPS v2 Final
2008-07-01,carbon_project_zone,SPI-3,530.9192,-0.2314,normal,CHIRPS v2 Final
2009-07-01,carbon_project_zone,SPI-3,420.1372,-0.8232,normal,CHIRPS v2 Final
2010-07-01,carbon_project_zone,SPI-3,1107.5898,1.9612,very_wet,CHIRPS v2 Final
2011-07-01,carbon_project_zone,SPI-3,342.4763,-1.3057,moderate_dry,CHIRPS v2 Final
2012-07-01,carbon_project_zone,SPI-3,494.5984,-0.4153,normal,CHIRPS v2 Final
2013-07-01,carbon_project_zone,SPI-3,813.0450,0.9708,normal,CHIRPS v2 Final
2014-07-01,carbon_project_zone,SPI-3,607.1747,0.1288,normal,CHIRPS v2 Final
2015-07-01,carbon_project_zone,SPI-3,407.6380,-0.8964,normal,CHIRPS v2 Final
2016-07-01,carbon_project_zone,SPI-3,904.3378,1.2994,wet,CHIRPS v2 Final
2017-07-01,carbon_project_zone,SPI-3,711.4459,0.5754,normal,CHIRPS v2 Final
2018-07-01,carbon_project_zone,SPI-3,655.3180,0.3408,normal,CHIRPS v2 Final
2019-07-01,carbon_project_zone,SPI-3,362.4551,-1.1748,moderate_dry,CHIRPS v2 Final
2020-07-01,carbon_project_zone,SPI-3,815.5641,0.9801,normal,CHIRPS v2 Final
2021-07-01,carbon_project_zone,SPI-3,763.8659,0.7837,normal,CHIRPS v2 Final
2022-07-01,carbon_project_zone,SPI-3,975.6063,1.5414,very_wet,CHIRPS v2 Final
2023-07-01,carbon_project_zone,SPI-3,541.2478,-0.1807,normal,CHIRPS v2 Final
