date,scope,period,rainfall_accum_mm,spi,spi_status,source
2024-07-01,carbon_project_zone,SPI-3,654.3484,0.3366,normal,CHIRPS v2 Final
2025-07-01,carbon_project_zone,SPI-3,661.0948,0.3655,normal,CHIRPS v2 Final
1981-08-01,carbon_project_zone,SPI-3,429.7763,0.0185,normal,CHIRPS v2 Final
1982-08-01,carbon_project_zone,SPI-3,122.5939,-2.0090,extreme_drought,CHIRPS v2 Final
1983-08-01,carbon_project_zone,SPI-3,426.9653,0.0057,normal,CHIRPS v2 Final
1984-08-01,carbon_project_zone,SPI-3,418.7842,-0.0317,normal,CHIRPS v2 Final
1985-08-01,carbon_project_zone,SPI-3,752.6284,1.2190,wet,CHIRPS v2 Final
1986-08-01,carbon_project_zone,SPI-3,526.3607,0.4264,normal,CHIRPS v2 Final
1987-08-01,carbon_project_zone,SPI-3,252.7017,-0.9320,normal,CHIRPS v2 Final
1988-08-01,carbon_project_zone,SPI-3,633.4915,0.8246,normal,CHIRPS v2 Final
1989-08-01,carbon_project_zone,SPI-3,559.8597,0.5562,normal,CHIRPS v2 Final
1990-08-01,carbon_project_zone,SPI-3,390.9286,-0.1630,normal,CHIRPS v2 Final
1991-08-01,carbon_project_zone,SPI-3,113.3609,-2.1135,extreme_drought,CHIRPS v2 Final
1992-08-01,carbon_project_zone,SPI-3,366.1368,-0.2853,normal,CHIRPS v2 Final
1993-08-01,carbon_project_zone,SPI-3,429.0071,0.0150,normal,CHIRPS v2 Final
1994-08-01,carbon_project_zone,SPI-3,335.8945,-0.4424,normal,CHIRPS v2 Final
1995-08-01,carbon_project_zone,SPI-3,505.1588,0.3414,normal,CHIRPS v2 Final
1996-08-01,carbon_project_zone,SPI-3,613.3613,0.7534,normal,CHIRPS v2 Final
1997-08-01,carbon_project_zone,SPI-3,105.6802,-2.2054,extreme_drought,CHIRPS v2 Final
1998-08-01,carbon_project_zone,SPI-3,892.5474,1.6340,very_wet,CHIRPS v2 Final
1999-08-01,carbon_project_zone,SPI-3,515.5063,0.3832,normal,CHIRPS v2 Final
2000-08-01,carbon_project_zone,SPI-3,611.9896,0.7485,normal,CHIRPS v2 Final
2001-08-01,carbon_project_zone,SPI-3,362.3586,-0.3044,normal,CHIRPS v2 Final
2002-08-01,carbon_project_zone,SPI-3,280.5793,-0.7569,normal,CHIRPS v2 Final
2003-08-01,carbon_project_zone,SPI-3,193.3008,-1.3566,moderate_dry,CHIRPS v2 Final
2004-08-01,carbon_project_zone,SPI-3,298.4004,-0.6512,normal,CHIRPS v2 Final
2005-08-01,carbon_project_zone,SPI-3,337.0927,-0.4360,normal,CHIRPS v2 Final
2006-08-01,carbon_project_zone,SPI-3,381.1091,-0.2108,normal,CHIRPS v2 Final
2007-08-01,carbon_project_zone,SPI-3,699.0694,1.0471,wet,CHIRPS v2 Final
2008-08-01,carbon_project_zone,SPI-3,652.3581,0.8901,normal,CHIRPS v2 Final
2009-08-01,carbon_project_zone,SPI-3,294.0296,-0.6767,normal,CHIRPS v2 Final
2010-08-01,carbon_project_zone,SPI-3,1091.0219,2.1575,extremely_wet,CHIRPS v2 Final
2011-08-01,carbon_project_zone,SPI-3,187.6230,-1.4018,moderate_dry,CHIRPS v2 Final
2012-08-01,carbon_project_zone,SPI-3,411.5571,-0.0652,normal,CHIRPS v2 Final
2013-08-01,carbon_project_zone,SPI-3,583.7224,0.6456,normal,CHIRPS v2 Final
2014-08-01,carbon_project_zone,SPI-3,413.4121,-0.0566,normal,CHIRPS v2 Final
2015-08-01,carbon_project_zone,SPI-3,172.3498,-1.5286,severe_drought,CHIRPS v2 Final
2016-08-01,carbon_project_zone,SPI-3,550.2209,0.5194,normal,CHIRPS v2 Final
2017-08-01,carbon_project_zone,SPI-3,557.6112,0.5477,normal,CHIRPS v2 Final
2018-08-01,carbon_project_zone,SPI-3,293.7163,-0.6786,normal,CHIRPS v2 Final
2019-08-01,carbon_project_zone,SPI-3,208.4028,-1.2407,moderate_dry,CHIRPS v2 Final
2020-08-01,carbon_project_zone,SPI-3,553.0551,0.5303,normal,CHIRPS v2 Final
2021-08-01,carbon_project_zone,SPI-3,778.4345,1.2990,wet,CHIRPS v2 Final
2022-08-01,carbon_project_zone,SPI-3,961.2225,1.8227,very_wet,CHIRPS v2 Final
2023-08-01,carbon_project_zone,SPI-3,413.5521,-0.0559,normal,CHIRPS v2 Final
2024-08-01,carbon_project_zone,SPI-3,508.6181,0.3555,normal,CHIRPS v2 Final
2025-08-01,carbon_project_zone,SPI-3,667.9867,0.9434,normal,CHIRPS v2 Final
1981-09-01,carbon_project_zone,SPI-3,471.9733,0.4525,normal,CHIRPS v2 Final
1982-09-01,carbon_project_zone,SPI-3,90.5325,-1.5230,severe_drought,CHIRPS v2 Final
1983-09-01,carbon_project_zone,SPI-3,377.6344,0.1241,normal,CHIRPS v2 Final
1984-09-01,carbon_project_zone,SPI-3,615.6488,0.8780,normal,CHIRPS v2 Final
1985-09-01,carbon_project_zone,SPI-3,701.4434,1.1020,wet,CHIRPS v2 Final
1986-09-01,carbon_project_zone,SPI-3,378.2249,0.1263,normal,CHIRPS v2 Final
1987-09-01,carbon_project_zone,SPI-3,189.3885,-0.7560,normal,CHIRPS v2 Final
1988-09-01,carbon_project_zone,SPI-3,726.7500,1.1646,wet,CHIRPS v2 Final
1989-09-01,carbon_project_zone,SPI-3,653.2247,0.9784,normal,CHIRPS v2 Final
1990-09-01,carbon_project_zone,SPI-3,322.6371,-0.0936,normal,CHIRPS v2 Final
1991-09-01,carbon_project_zone,SPI-3,71.7512,-1.7362,severe_drought,CHIRPS v2 Final
1992-09-01,carbon_project_zone,SPI-3,486.6961,0.4997,normal,CHIRPS v2 Final
1993-09-01,carbon_project_zone,SPI-3,272.1894,-0.3168,normal,CHIRPS v2 Final
1994-09-01,carbon_project_zone,SPI-3,123.9238,-1.2150,moderate_dry,CHIRPS v2 Final
1995-09-01,carbon_project_zone,SPI-3,334.7510,-0.0436,normal,CHIRPS v2 Final
1996-09-01,carbon_project_zone,SPI-3,497.7197,0.5344,normal,CHIRPS v2 Final
1997-09-01,carbon_project_zone,SPI-3,87.3192,-1.5569,severe_drought,CHIRPS v2 Final
1998-09-01,carbon_project_zone,SPI-3,771.6858,1.2726,wet,CHIRPS v2 Final
1999-09-01,carbon_project_zone,SPI-3,495.1611,0.5264,normal,CHIRPS v2 Final
2000-09-01,carbon_project_zone,SPI-3,549.9665,0.6925,normal,CHIRPS v2 Final
2001-09-01,carbon_project_zone,SPI-3,388.6906,0.1652,normal,CHIRPS v2 Final
2002-09-01,carbon_project_zone,SPI-3,67.7104,-1.7875,severe_drought,CHIRPS v2 Final
2003-09-01,carbon_project_zone,SPI-3,188.9898,-0.7584,normal,CHIRPS v2 Final
2004-09-01,carbon_project_zone,SPI-3,293.5397,-0.2191,normal,CHIRPS v2 Final
2005-09-01,carbon_project_zone,SPI-3,298.7962,-0.1958,normal,CHIRPS v2 Final
2006-09-01,carbon_project_zone,SPI-3,95.6353,-1.4709,moderate_dry,CHIRPS v2 Final
2007-09-01,carbon_project_zone,SPI-3,492.7287,0.5188,normal,CHIRPS v2 Final
2008-09-01,carbon_project_zone,SPI-3,602.2521,0.8412,normal,CHIRPS v2 Final
2009-09-01,carbon_project_zone,SPI-3,151.9343,-1.0011,moderate_dry,CHIRPS v2 Final
2010-09-01,carbon_project_zone,SPI-3,1236.1941,2.2111,extremely_wet,CHIRPS v2 Final
2011-09-01,carbon_project_zone,SPI-3,241.3499,-0.4677,normal,CHIRPS v2 Final
2012-09-01,carbon_project_zone,SPI-3,336.4813,-0.0366,normal,CHIRPS v2 Final
2013-09-01,carbon_project_zone,SPI-3,461.3299,0.4178,normal,CHIRPS v2 Final
2014-09-01,carbon_project_zone,SPI-3,176.8580,-0.8338,normal,CHIRPS v2 Final
2015-09-01,carbon_project_zone,SPI-3,65.4924,-1.8167,severe_drought,CHIRPS v2 Final
2016-09-01,carbon_project_zone,SPI-3,554.1767,0.7048,normal,CHIRPS v2 Final
2017-09-01,carbon_project_zone,SPI-3,448.7435,0.3760,normal,CHIRPS v2 Final
2018-09-01,carbon_project_zone,SPI-3,188.3808,-0.7621,normal,CHIRPS v2 Final
2019-09-01,carbon_project_zone,SPI-3,66.7522,-1.8000,severe_drought,CHIRPS v2 Final
2020-09-01,carbon_project_zone,SPI-3,559.0932,0.7191,normal,CHIRPS v2 Final
2021-09-01,carbon_project_zone,SPI-3,763.8218,1.2540,wet,CHIRPS v2 Final
2022-09-01,carbon_project_zone,SPI-3,873.0605,1.5025,very_wet,CHIRPS v2 Final
2023-09-01,carbon_project_zone,SPI-3,308.3288,-0.1543,normal,CHIRPS v2 Final
2024-09-01,carbon_project_zone,SPI-3,468.9044,0.4425,normal,CHIRPS v2 Final
2025-09-01,carbon_project_zone,SPI-3,727.8647,1.1674,wet,CHIRPS v2 Final
1981-10-01,carbon_project_zone,SPI-3,439.0829,0.0779,normal,CHIRPS v2 Final
1982-10-01,carbon_project_zone,SPI-3,141.4562,-1.4023,moderate_dry,CHIRPS v2 Final
1983-10-01,carbon_project_zone,SPI-3,503.4800,0.2943,normal,CHIRPS v2 Final
1984-10-01,carbon_project_zone,SPI-3,485.6830,0.2364,normal,CHIRPS v2 Final
1985-10-01,carbon_project_zone,SPI-3,408.2042,-0.0336,normal,CHIRPS v2 Final
1986-10-01,carbon_project_zone,SPI-3,622.5956,0.6506,normal,CHIRPS v2 Final
1987-10-01,carbon_project_zone,SPI-3,211.4360,-0.9320,normal,CHIRPS v2 Final
1988-10-01,carbon_project_zone,SPI-3,939.4049,1.4213,wet,CHIRPS v2 Final
1989-10-01,carbon_project_zone,SPI-3,746.6203,0.9770,normal,CHIRPS v2 Final
1990-10-01,carbon_project_zone,SPI-3,315.9348,-0.4051,normal,CHIRPS v2 Final
1991-10-01,carbon_project_zone,SPI-3,127.4301,-1.5164,severe_drought,CHIRPS v2 Final
1992-10-01,carbon_project_zone,SPI-3,608.5582,0.6111,normal,CHIRPS v2 Final
1993-10-01,carbon_project_zone,SPI-3,370.6732,-0.1770,normal,CHIRPS v2 Final
1994-10-01,carbon_project_zone,SPI-3,264.0453,-0.6483,normal,CHIRPS v2 Final
1995-10-01,carbon_project_zone,SPI-3,382.8752,-0.1293,normal,CHIRPS v2 Final
1996-10-01,carbon_project_zone,SPI-3,842.6377,1.2063,wet,CHIRPS v2 Final
1997-10-01,carbon_project_zone,SPI-3,72.7276,-2.0812,extreme_drought,CHIRPS v2 Final
1998-10-01,carbon_project_zone,SPI-3,734.9487,0.9478,normal,CHIRPS v2 Final
1999-10-01,carbon_project_zone,SPI-3,749.3561,0.9838,normal,CHIRPS v2 Final
2000-10-01,carbon_project_zone,SPI-3,670.1625,0.7804,normal,CHIRPS v2 Final
2001-10-01,carbon_project_zone,SPI-3,616.0030,0.6321,normal,CHIRPS v2 Final
2002-10-01,carbon_project_zone,SPI-3,159.7884,-1.2651,moderate_dry,CHIRPS v2 Final
2003-10-01,carbon_project_zone,SPI-3,480.1722,0.2182,normal,CHIRPS v2 Final
2004-10-01,carbon_project_zone,SPI-3,192.6478,-1.0456,moderate_dry,CHIRPS v2 Final
2005-10-01,carbon_project_zone,SPI-3,438.2416,0.0749,normal,CHIRPS v2 Final
2006-10-01,carbon_project_zone,SPI-3,86.8674,-1.9104,severe_drought,CHIRPS v2 Final
2007-10-01,carbon_project_zone,SPI-3,487.7414,0.2432,normal,CHIRPS v2 Final
2008-10-01,carbon_project_zone,SPI-3,764.5187,1.0211,wet,CHIRPS v2 Final
2009-10-01,carbon_project_zone,SPI-3,307.9144,-0.4408,normal,CHIRPS v2 Final
2010-10-01,carbon_project_zone,SPI-3,1229.1530,1.9917,very_wet,CHIRPS v2 Final
2011-10-01,carbon_project_zone,SPI-3,490.2329,0.2514,normal,CHIRPS v2 Final
2012-10-01,carbon_project_zone,SPI-3,339.1241,-0.3054,normal,CHIRPS v2 Final
2013-10-01,carbon_project_zone,SPI-3,346.5412,-0.2745,normal,CHIRPS v2 Final
2014-10-01,carbon_project_zone,SPI-3,179.6814,-1.1287,moderate_dry,CHIRPS v2 Final
2015-10-01,carbon_project_zone,SPI-3,76.1056,-2.0382,extreme_drought,CHIRPS v2 Final
2016-10-01,carbon_project_zone,SPI-3,733.3443,0.9438,normal,CHIRPS v2 Final
2017-10-01,carbon_project_zone,SPI-3,489.6228,0.2494,normal,CHIRPS v2 Final
2018-10-01,carbon_project_zone,SPI-3,299.5638,-0.4786,normal,CHIRPS v2 Final
2019-10-01,carbon_project_zone,SPI-3,202.6423,-0.9842,normal,CHIRPS v2 Final
2020-10-01,carbon_project_zone,SPI-3,515.4424,0.3325,normal,CHIRPS v2 Final
2021-10-01,carbon_project_zone,SPI-3,942.7374,1.4284,wet,CHIRPS v2 Final
2022-10-01,carbon_project_zone,SPI-3,879.9154,1.2909,wet,CHIRPS v2 Final
2023-10-01,carbon_project_zone,SPI-3,175.6847,-1.1552,moderate_dry,CHIRPS v2 Final
2024-10-01,carbon_project_zone,SPI-3,468.5724,0.1794,normal,CHIRPS v2 Final
2025-10-01,carbon_project_zone,SPI-3,944.6251,1.4324,wet,CHIRPS v2 Final
1981-11-01,carbon_project_zone,SPI-3,595.3293,0.0150,normal,CHIRPS v2 Final
1982-11-01,carbon_project_zone,SPI-3,292.8686,-1.5919,severe_drought,CHIRPS v2 Final
1983-11-01,carbon_project_zone,SPI-3,622.0990,0.1271,normal,CHIRPS v2 Final
1984-11-01,carbon_project_zone,SPI-3,716.0730,0.4969,normal,CHIRPS v2 Final
1985-11-01,carbon_project_zone,SPI-3,634.8205,0.1793,normal,CHIRPS v2 Final
1986-11-01,carbon_project_zone,SPI-3,836.6077,0.9271,normal,CHIRPS v2 Final
1987-11-01,carbon_project_zone,SPI-3,382.5410,-1.0277,moderate_dry,CHIRPS v2 Final
1988-11-01,carbon_project_zone,SPI-3,873.6762,1.0511,wet,CHIRPS v2 Final
1989-11-01,carbon_project_zone,SPI-3,817.5958,0.8620,normal,CHIRPS v2 Final
1990-11-01,carbon_project_zone,SPI-3,352.6566,-1.2043,moderate_dry,CHIRPS v2 Final
1991-11-01,carbon_project_zone,SPI-3,350.9868,-1.2145,moderate_dry,CHIRPS v2 Final
1992-11-01,carbon_project_zone,SPI-3,793.6230,0.7786,normal,CHIRPS v2 Final
1993-11-01,carbon_project_zone,SPI-3,623.7629,0.1340,normal,CHIRPS v2 Final
1994-11-01,carbon_project_zone,SPI-3,422.8005,-0.8044,normal,CHIRPS v2 Final
1995-11-01,carbon_project_zone,SPI-3,619.5953,0.1168,normal,CHIRPS v2 Final
1996-11-01,carbon_project_zone,SPI-3,765.1173,0.6773,normal,CHIRPS v2 Final
1997-11-01,carbon_project_zone,SPI-3,266.9798,-1.7773,severe_drought,CHIRPS v2 Final
1998-11-01,carbon_project_zone,SPI-3,771.9065,0.7016,normal,CHIRPS v2 Final
1999-11-01,carbon_project_zone,SPI-3,869.9874,1.0389,wet,CHIRPS v2 Final
2000-11-01,carbon_project_zone,SPI-3,743.2392,0.5978,normal,CHIRPS v2 Final
2001-11-01,carbon_project_zone,SPI-3,837.1107,0.9288,normal,CHIRPS v2 Final
2002-11-01,carbon_project_zone,SPI-3,386.1157,-1.0073,moderate_dry,CHIRPS v2 Final
2003-11-01,carbon_project_zone,SPI-3,716.1715,0.4973,normal,CHIRPS v2 Final
2004-11-01,carbon_project_zone,SPI-3,322.2790,-1.3949,moderate_dry,CHIRPS v2 Final
2005-11-01,carbon_project_zone,SPI-3,647.8042,0.2318,normal,CHIRPS v2 Final
2006-11-01,carbon_project_zone,SPI-3,281.4543,-1.6722,severe_drought,CHIRPS v2 Final
2007-11-01,carbon_project_zone,SPI-3,536.6653,-0.2430,normal,CHIRPS v2 Final
2008-11-01,carbon_project_zone,SPI-3,800.1030,0.8013,normal,CHIRPS v2 Final
2009-11-01,carbon_project_zone,SPI-3,536.0933,-0.2456,normal,CHIRPS v2 Final
2010-11-01,carbon_project_zone,SPI-3,1216.2134,2.0638,extremely_wet,CHIRPS v2 Final
2011-11-01,carbon_project_zone,SPI-3,923.9646,1.2141,wet,CHIRPS v2 Final
2012-11-01,carbon_project_zone,SPI-3,525.3795,-0.2948,normal,CHIRPS v2 Final
2013-11-01,carbon_project_zone,SPI-3,420.7716,-0.8153,normal,CHIRPS v2 Final
2014-11-01,carbon_project_zone,SPI-3,331.0454,-1.3387,moderate_dry,CHIRPS v2 Final
2015-11-01,carbon_project_zone,SPI-3,221.2441,-2.1391,extreme_drought,CHIRPS v2 Final
2016-11-01,carbon_project_zone,SPI-3,917.3240,1.1929,wet,CHIRPS v2 Final
2017-11-01,carbon_project_zone,SPI-3,648.6584,0.2352,normal,CHIRPS v2 Final
2018-11-01,carbon_project_zone,SPI-3,483.7048,-0.4928,normal,CHIRPS v2 Final
2019-11-01,carbon_project_zone,SPI-3,377.4946,-1.0569,moderate_dry,CHIRPS v2 Final
2020-11-01,carbon_project_zone,SPI-3,757.3778,0.6493,normal,CHIRPS v2 Final
2021-11-01,carbon_project_zone,SPI-3,923.1651,1.2116,wet,CHIRPS v2 Final
2022-11-01,carbon_project_zone,SPI-3,900.7747,1.1397,wet,CHIRPS v2 Final
2023-11-01,carbon_project_zone,SPI-3,426.6606,-0.7838,normal,CHIRPS v2 Final
2024-11-01,carbon_project_zone,SPI-3,607.6950,0.0672,normal,CHIRPS v2 Final
2025-11-01,carbon_project_zone,SPI-3,925.1042,1.2177,wet,CHIRPS v2 Final
1981-12-01,carbon_project_zone,SPI-3,653.1455,-0.8754,normal,CHIRPS v2 Final
1982-12-01,carbon_project_zone,SPI-3,535.1290,-1.8018,severe_drought,CHIRPS v2 Final
1983-12-01,carbon_project_zone,SPI-3,784.1709,0.0285,normal,CHIRPS v2 Final
1984-12-01,carbon_project_zone,SPI-3,788.6957,0.0578,normal,CHIRPS v2 Final
1985-12-01,carbon_project_zone,SPI-3,757.6613,-0.1457,normal,CHIRPS v2 Final
1986-12-01,carbon_project_zone,SPI-3,874.6060,0.5948,normal,CHIRPS v2 Final
1987-12-01,carbon_project_zone,SPI-3,602.5293,-1.2574,moderate_dry,CHIRPS v2 Final
1988-12-01,carbon_project_zone,SPI-3,945.3641,1.0114,wet,CHIRPS v2 Final
1989-12-01,carbon_project_zone,SPI-3,776.2506,-0.0231,normal,CHIRPS v2 Final
1990-12-01,carbon_project_zone,SPI-3,654.6036,-0.8647,normal,CHIRPS v2 Final
1991-12-01,carbon_project_zone,SPI-3,683.8371,-0.6534,normal,CHIRPS v2 Final
1992-12-01,carbon_project_zone,SPI-3,865.3636,0.5388,normal,CHIRPS v2 Final
1993-12-01,carbon_project_zone,SPI-3,735.1080,-0.2971,normal,CHIRPS v2 Final
1994-12-01,carbon_project_zone,SPI-3,701.9299,-0.5257,normal,CHIRPS v2 Final
1995-12-01,carbon_project_zone,SPI-3,820.3253,0.2598,normal,CHIRPS v2 Final
1996-12-01,carbon_project_zone,SPI-3,927.5409,0.9085,normal,CHIRPS v2 Final
1997-12-01,carbon_project_zone,SPI-3,556.7579,-1.6223,severe_drought,CHIRPS v2 Final
1998-12-01,carbon_project_zone,SPI-3,780.1368,0.0022,normal,CHIRPS v2 Final
1999-12-01,carbon_project_zone,SPI-3,1024.6833,1.4548,wet,CHIRPS v2 Final
2000-12-01,carbon_project_zone,SPI-3,843.9513,0.4074,normal,CHIRPS v2 Final
2001-12-01,carbon_project_zone,SPI-3,887.2895,0.6711,normal,CHIRPS v2 Final
2002-12-01,carbon_project_zone,SPI-3,651.0640,-0.8907,normal,CHIRPS v2 Final
2003-12-01,carbon_project_zone,SPI-3,1081.8422,1.7605,very_wet,CHIRPS v2 Final
2004-12-01,carbon_project_zone,SPI-3,531.5616,-1.8319,severe_drought,CHIRPS v2 Final
2005-12-01,carbon_project_zone,SPI-3,808.6793,0.1861,normal,CHIRPS v2 Final
2006-12-01,carbon_project_zone,SPI-3,602.9576,-1.2541,moderate_dry,CHIRPS v2 Final
2007-12-01,carbon_project_zone,SPI-3,772.7909,-0.0458,normal,CHIRPS v2 Final
2008-12-01,carbon_project_zone,SPI-3,1017.4722,1.4154,wet,CHIRPS v2 Final
2009-12-01,carbon_project_zone,SPI-3,831.2794,0.3286,normal,CHIRPS v2 Final
2010-12-01,carbon_project_zone,SPI-3,959.6351,1.0929,wet,CHIRPS v2 Final
2011-12-01,carbon_project_zone,SPI-3,1301.1174,2.8451,extremely_wet,CHIRPS v2 Final
2012-12-01,carbon_project_zone,SPI-3,868.5965,0.5584,normal,CHIRPS v2 Final
2013-12-01,carbon_project_zone,SPI-3,693.0987,-0.5878,normal,CHIRPS v2 Final
2014-12-01,carbon_project_zone,SPI-3,609.2968,-1.2051,moderate_dry,CHIRPS v2 Final
2015-12-01,carbon_project_zone,SPI-3,661.7119,-0.8127,normal,CHIRPS v2 Final
2016-12-01,carbon_project_zone,SPI-3,957.7704,1.0823,wet,CHIRPS v2 Final
2017-12-01,carbon_project_zone,SPI-3,773.4177,-0.0417,normal,CHIRPS v2 Final
2018-12-01,carbon_project_zone,SPI-3,709.0570,-0.4760,normal,CHIRPS v2 Final
2019-12-01,carbon_project_zone,SPI-3,577.1517,-1.4573,moderate_dry,CHIRPS v2 Final
2020-12-01,carbon_project_zone,SPI-3,820.1459,0.2587,normal,CHIRPS v2 Final
2021-12-01,carbon_project_zone,SPI-3,906.2288,0.7836,normal,CHIRPS v2 Final
2022-12-01,carbon_project_zone,SPI-3,869.0164,0.5610,normal,CHIRPS v2 Final
2023-12-01,carbon_project_zone,SPI-3,626.4947,-1.0739,moderate_dry,CHIRPS v2 Final
2024-12-01,carbon_project_zone,SPI-3,754.6144,-0.1660,normal,CHIRPS v2 Final
2025-12-01,carbon_project_zone,SPI-3,958.9470,1.0890,wet,CHIRPS v2 Final
1982-01-01,project_area,SPI-3,742.0692,-0.9890,normal,CHIRPS v2 Final
1983-01-01,project_area,SPI-3,681.4187,-1.6845,severe_drought,CHIRPS v2 Final
1984-01-01,project_area,SPI-3,788.6677,-0.4803,normal,CHIRPS v2 Final
1985-01-01,project_area,SPI-3,936.8633,1.0151,wet,CHIRPS v2 Final
1986-01-01,project_area,SPI-3,808.2187,-0.2728,normal,CHIRPS v2 Final
1987-01-01,project_area,SPI-3,789.1729,-0.4748,normal,CHIRPS v2 Final
1988-01-01,project_area,SPI-3,805.7219,-0.2991,normal,CHIRPS v2 Final
1989-01-01,project_area,SPI-3,936.1052,1.0079,wet,CHIRPS v2 Final
1990-01-01,project_area,SPI-3,706.3995,-1.3932,moderate_dry,CHIRPS v2 Final
1991-01-01,project_area,SPI-3,813.3232,-0.2192,normal,CHIRPS v2 Final
1992-01-01,project_area,SPI-3,869.6863,0.3584,normal,CHIRPS v2 Final
1993-01-01,project_area,SPI-3,793.6251,-0.4273,normal,CHIRPS v2 Final
1994-01-01,project_area,SPI-3,810.8789,-0.2448,normal,CHIRPS v2 Final
1995-01-01,project_area,SPI-3,884.1484,0.5025,normal,CHIRPS v2 Final
1996-01-01,project_area,SPI-3,890.4881,0.5652,normal,CHIRPS v2 Final
1997-01-01,project_area,SPI-3,714.3441,-1.3020,moderate_dry,CHIRPS v2 Final
1998-01-01,project_area,SPI-3,717.9472,-1.2609,moderate_dry,CHIRPS v2 Final
1999-01-01,project_area,SPI-3,854.8192,0.2085,normal,CHIRPS v2 Final
2000-01-01,project_area,SPI-3,888.8425,0.5490,normal,CHIRPS v2 Final
2001-01-01,project_area,SPI-3,845.6949,0.1157,normal,CHIRPS v2 Final
2002-01-01,project_area,SPI-3,745.7351,-0.9482,normal,CHIRPS v2 Final
2003-01-01,project_area,SPI-3,841.2007,0.0697,normal,CHIRPS v2 Final
2004-01-01,project_area,SPI-3,1074.8990,2.2730,extremely_wet,CHIRPS v2 Final
2005-01-01,project_area,SPI-3,630.2498,-2.3048,extreme_drought,CHIRPS v2 Final
2006-01-01,project_area,SPI-3,825.5576,-0.0916,normal,CHIRPS v2 Final
2007-01-01,project_area,SPI-3,777.1361,-0.6042,normal,CHIRPS v2 Final
2008-01-01,project_area,SPI-3,722.5449,-1.2086,moderate_dry,CHIRPS v2 Final
2009-01-01,project_area,SPI-3,941.1177,1.0557,wet,CHIRPS v2 Final
2010-01-01,project_area,SPI-3,928.8596,0.9385,normal,CHIRPS v2 Final
2011-01-01,project_area,SPI-3,825.5870,-0.0913,normal,CHIRPS v2 Final
2012-01-01,project_area,SPI-3,1175.7625,3.1266,extremely_wet,CHIRPS v2 Final
2013-01-01,project_area,SPI-3,887.6125,0.5368,normal,CHIRPS v2 Final
2014-01-01,project_area,SPI-3,778.3720,-0.5909,normal,CHIRPS v2 Final
2015-01-01,project_area,SPI-3,799.1789,-0.3683,normal,CHIRPS v2 Final
2016-01-01,project_area,SPI-3,947.6917,1.1180,wet,CHIRPS v2 Final
2017-01-01,project_area,SPI-3,866.4684,0.3261,normal,CHIRPS v2 Final
2018-01-01,project_area,SPI-3,798.4184,-0.3764,normal,CHIRPS v2 Final
2019-01-01,project_area,SPI-3,842.8150,0.0862,normal,CHIRPS v2 Final
2020-01-01,project_area,SPI-3,769.1287,-0.6911,normal,CHIRPS v2 Final
2021-01-01,project_area,SPI-3,910.7521,0.7637,normal,CHIRPS v2 Final
2022-01-01,project_area,SPI-3,832.1080,-0.0238,normal,CHIRPS v2 Final
2023-01-01,project_area,SPI-3,790.2133,-0.4637,normal,CHIRPS v2 Final
2024-01-01,project_area,SPI-3,948.4737,1.1254,wet,CHIRPS v2 Final
2025-01-01,project_area,SPI-3,941.6214,1.0604,wet,CHIRPS v2 Final
1982-02-01,project_area,SPI-3,788.7914,-0.5511,normal,CHIRPS v2 Final
1983-02-01,project_area,SPI-3,842.4820,-0.0418,normal,CHIRPS v2 Final
1984-02-01,project_area,SPI-3,770.8160,-0.7268,normal,CHIRPS v2 Final
1985-02-01,project_area,SPI-3,882.2910,0.3220,normal,CHIRPS v2 Final
1986-02-01,project_area,SPI-3,712.9707,-1.3117,moderate_dry,CHIRPS v2 Final
1987-02-01,project_area,SPI-3,785.4985,-0.5831,normal,CHIRPS v2 Final
1988-02-01,project_area,SPI-3,823.7921,-0.2166,normal,CHIRPS v2 Final
1989-02-01,project_area,SPI-3,940.6223,0.8359,normal,CHIRPS v2 Final
1990-02-01,project_area,SPI-3,672.9054,-1.7358,severe_drought,CHIRPS v2 Final
1991-02-01,project_area,SPI-3,972.1941,1.1053,wet,CHIRPS v2 Final
1992-02-01,project_area,SPI-3,911.6978,0.5838,normal,CHIRPS v2 Final
1993-02-01,project_area,SPI-3,740.8060,-1.0264,moderate_dry,CHIRPS v2 Final
1994-02-01,project_area,SPI-3,779.8947,-0.6377,normal,CHIRPS v2 Final
1995-02-01,project_area,SPI-3,887.6117,0.3698,normal,CHIRPS v2 Final
1996-02-01,project_area,SPI-3,828.7799,-0.1697,normal,CHIRPS v2 Final
1997-02-01,project_area,SPI-3,676.9140,-1.6926,severe_drought,CHIRPS v2 Final
1998-02-01,project_area,SPI-3,755.9049,-0.8747,normal,CHIRPS v2 Final
1999-02-01,project_area,SPI-3,876.2019,0.2671,normal,CHIRPS v2 Final
2000-02-01,project_area,SPI-3,871.1134,0.2210,normal,CHIRPS v2 Final
2001-02-01,project_area,SPI-3,729.3650,-1.1428,moderate_dry,CHIRPS v2 Final
2002-02-01,project_area,SPI-3,783.6755,-0.6008,normal,CHIRPS v2 Final
2003-02-01,project_area,SPI-3,865.6887,0.1716,normal,CHIRPS v2 Final
2004-02-01,project_area,SPI-3,983.6427,1.2015,wet,CHIRPS v2 Final
2005-02-01,project_area,SPI-3,715.4367,-1.2861,moderate_dry,CHIRPS v2 Final
2006-02-01,project_area,SPI-3,820.4940,-0.2477,normal,CHIRPS v2 Final
